Language,Default
20_Equip_02_Suit_02_Side_Speical_Cristhyan_001_DescKey,"Сантехники не славятся своей модой, но Кристьян хотя бы носит подтяжки, чтобы не спадали штаны. "

20_Equip_02_Suit_02_Side_Speical_Earl_001_NameKey,Наряд Эрла
20_Equip_02_Suit_02_Side_Speical_Earl_001_DescKey,Простая форма с кожаным пальто и удобными брюками. Эрл точно знает, как одеваться!

20_Equip_02_Suit_02_Side_Speical_Freyja_001_NameKey,Наряд Фрейи
20_Equip_02_Suit_02_Side_Speical_Freyja_001_DescKey,"Для наряда, который носит такая красавица, этот костюм - всего лишь простой свитер и брюки. Ведь истинная красота все равно находится внутри, верно?"

20_Equip_02_Suit_02_Side_Speical_Grace_001_NameKey,Наряд Грэйс
20_Equip_02_Suit_02_Side_Speical_Grace_001_DescKey,"Сочетание белого, желтого и синего цветов - идеальный костюм для тех, кто любит яркие цвета."

20_Equip_02_Suit_02_Side_Speical_Judith_001_NameKey,Наряд Джудит
20_Equip_02_Suit_02_Side_Speical_Judith_001_DescKey,"Если вы хотите думать как гений, то и одеваться должны как гений. Джудит подтвердила!"

20_Equip_02_Suit_02_Side_Speical_Lao_001_NameKey,Наряд Лао
20_Equip_02_Suit_02_Side_Speical_Lao_001_DescKey,Если вам нужен модный комфорт, лучше полосатого тренча Мр.Лао не найти.

20_Equip_02_Suit_02_Side_Speical_Martin_001_NameKey,Наряд Мартина
20_Equip_02_Suit_02_Side_Speical_Martin_001_DescKey,Утонченное сочетание шелка и кожи Мартин создавал десятилетиями, одеваясь так, чтобы произвести впечатление. Пора и вам выглядеть так же элегантно.

20_Equip_02_Suit_02_Side_Speical_Octavio_001_NameKey,Наряд Октавио
20_Equip_02_Suit_02_Side_Speical_Octavio_001_DescKey,Идеальная одежда, которую можно носить, когда вы не на празднике. Пальто сохраняет тепло и устойчиво к загрязнениям..

20_Equip_02_Suit_02_Side_Speical_Rana_001_NameKey,Наряд Раны
20_Equip_02_Suit_02_Side_Speical_Rana_001_DescKey,Защита одежды очень важна, когда приходится работать с грязью и химикатами. Рана знает, как одеваться для такой работы.

20_Equip_02_Suit_02_Side_Speical_Seoyeon_001_NameKey,Наряд Соён
20_Equip_02_Suit_02_Side_Speical_Seoyeon_001_DescKey,Форма для тех, кто серьезно относится к своей работе. Выглядите профессионально и произведите впечатление на окружающих с помощью этого элегантного костюма.

20_Equip_02_Suit_02_Side_Speical_Tau_001_NameKey,Наряд Тау
20_Equip_02_Suit_02_Side_Speical_Tau_001_DescKey,"Miners don't need heavy equipment when not underground. Sometimes, it's better just to wear regular clothes like Tau does. "

20_Equip_02_Suit_02_Side_Speical_Temir_001_NameKey,Наряд Темира
20_Equip_02_Suit_02_Side_Speical_Temir_001_DescKey,"Этот костюм включает в себя обычный свитер и штаны. Темир - простой человек, в конце концов. "

20_Equip_02_Suit_02_Side_Speical_Ursula_001_NameKey,Наряд Урсулы
20_Equip_02_Suit_02_Side_Speical_Ursula_001_DescKey,"Синий - любимый цвет Урсулы. Если вы разделяете это мнение, то продемонстрируйте его с помощью этого яркого свитера. "

20_Equip_02_Suit_02_Side_Speical_Wirat_001_NameKey,Наряд Вирата
20_Equip_02_Suit_02_Side_Speical_Wirat_001_DescKey,"Кто-то мог бы предположить, что Вират будет носить халаты, но он забыл их упаковать. Джинсовая одежда - его второй выбор. "

#,[ 02-03. Suit: Special ]
20_Equip_02_Suit_03_Special_Acid_001_NameKey,Костюм Химзащиты
20_Equip_02_Suit_03_Special_Acid_001_DescKey,"Этот ярко-желтый костюм значительно повышает сопротивление к кислотному урону. Не очень стильно, но зато вы будете жить."

20_Equip_02_Suit_03_Special_Burn_001_NameKey,Огнеупорный Костюм
20_Equip_02_Suit_03_Special_Burn_001_DescKey,Этот костюм носили пожарные прошлого. Он значительно повышает сопротивление к Урону от Ожогов.

20_Equip_02_Suit_03_Special_WolfsPelt_NameKey,Шкурка Волка
20_Equip_02_Suit_03_Special_WolfsPelt_DescKey,"Чтобы стать волком, нужно почитать волка. Ношение волчьей шкуры может приблизить вас к вашей дикой природе."


#,[ 03-01. Glove: Tier ]
20_Equip_03_Glove_01_Tier01_Hand_NameKey,Подержанные Перчатки
20_Equip_03_Glove_01_Tier01_Hand_DescKey,Пара старых, но пригодных к использованию перчаток военного образца..

20_Equip_03_Glove_01_Tier02_Hand_NameKey,Перчатки Военного Образца
20_Equip_03_Glove_01_Tier02_Hand_DescKey,Новейшая пара перчаток военного образца для защиты нежных пальцев. Они также выглядят круто!

20_Equip_03_Glove_01_Tier02_A_Hand_NameKey,Трупные Перчатки
20_Equip_03_Glove_01_Tier02_A_Hand_DescKey,Набор бронированных перчаток, изготовленных из сочетания костей и шкур подземных мутантов.

20_Equip_03_Glove_01_Tier03_Hand_NameKey,Бронеперчатки
20_Equip_03_Glove_01_Tier03_Hand_DescKey,Перчатки обеспечивают дополнительную защиту и улучшают хват оружия.

20_Equip_03_Glove_01_Tier04_Hand_NameKey,Экспериментальные Перчатки
20_Equip_03_Glove_01_Tier04_Hand_DescKey,"Перчатки с экспериментальными характеристиками. Пальцы жесткие, но, очевидно, хорошо защищены."

20_Equip_03_Glove_01_Tier05_Hand_NameKey,Наручи Укрепленных Пальцев
20_Equip_03_Glove_01_Tier05_Hand_DescKey,"Пара высокотехнологичных, подогнанных по размеру перчаток, которые улучшают метание и работают в связке с другими изобретениями Джудит."

#,[ 03-02. Glove: Side ]
20_Equip_03_Glove_02_Side_Hand_Miner_001_NameKey,Перчатки Шахтера
20_Equip_03_Glove_02_Side_Hand_Miner_001_DescKey,Незаменимые защитные перчатки для шахтеров. Хорошие захваты не дадут соскользнуть!

#,[ 03-03. Glove: Special ]
20_Equip_03_Glove_03_Special_Protective_001_NameKey,Защитные Перчатки
20_Equip_03_Glove_03_Special_Protective_001_DescKey,"Эти перчатки помогут достать теплоотвод для Темира, но скорее всего они не прослужат дольше. "

20_Equip_03_Glove_03_Special_Tempered_001_NameKey,Закаленная Перчатка
20_Equip_03_Glove_03_Special_Tempered_001_DescKey,Теплозащитные перчатки, прочные и защищающие от Урона Ожогами. 

20_Equip_03_Glove_03_Special_WolfsPaw_NameKey,Волчья лапа: Рука
20_Equip_03_Glove_03_Special_WolfsPaw_DescKey,Эти покрытые железом, но проворные наручи служат отличным средством для отражения атак, если в них достаточно души волка.  


#,[ 04-00. Boot: Start ]
20_Equip_04_Boot_00_Start_Basic_001_NameKey,Лагерная Обувь
20_Equip_04_Boot_00_Start_Basic_001_DescKey,Normal shoes. Nothing noteworthy about them except for how comfortable they are.

#,[ 04-01. Boot: Tier ]
20_Equip_04_Boot_01_Tier01_Foot_NameKey,Боевые Ботинки
20_Equip_04_Boot_01_Tier01_Foot_DescKey,Старая пара прочных ботинок. Они уже успели послужить, но должны защитить ваши пальцы.

20_Equip_04_Boot_01_Tier02_Foot_NameKey,Ботинки Военного Образца
20_Equip_04_Boot_01_Tier02_Foot_DescKey,Еще более толстые ботинки, обеспечивающие большую защиту пальцев ног. Сильный удар в таких ботинках наверняка причинит боль.

20_Equip_04_Boot_01_Tier02_A_Monster_NameKey,Трупные Ботинки
20_Equip_04_Boot_01_Tier02_A_Monster_DescKey,A pair of armored boots made of underground mutant bones and hide.

20_Equip_04_Boot_01_Tier03_Foot_NameKey,Укрепленные Ботинки
20_Equip_04_Boot_01_Tier03_Foot_DescKey,"Ботинки, укрепленные металлическими пластинами, сбалансированы для хорошего притока крови к ногам. Чтобы пробить их, потребуется огромный урон."

20_Equip_04_Boot_01_Tier04_Foot_NameKey,Экспериментальные Ботинки
20_Equip_04_Boot_01_Tier04_Foot_DescKey,"Легкие экспериментальные ботинки, обеспечивающие устойчивость и комфорт. Однако они слегка пережимают лодыжку."

20_Equip_04_Boot_01_Tier05_Foot_NameKey,Необыкновенно Удобная и Модная Обувь
20_Equip_04_Boot_01_Tier05_Foot_DescKey,"Пара облегающих, странно выглядящих ботинок. Они невероятно прочные и легко отразаят все, что в них попадет."

#,[ 04-02. Boot: Side ]
20_Equip_04_Boot_02_Side_Miner_001_NameKey,Шахтерские ботинки
20_Equip_04_Boot_02_Side_Miner_001_DescKey,Рабочая обувь, которую носят шахтеры. Не так удобны, как лагерные ботинки.

#,[ 04-03. Boot: Special ]
20_Equip_04_Boot_03_Special_WolfsPaw_NameKey,Волчья лапа: Нога
20_Equip_04_Boot_03_Special_WolfsPaw_DescKey,"Эти ботинки тонкой работы помогают владельцу легче держаться на ногах и безопасно продолжать путь волка. "


#,[ 05. Accessory ]
20_Equip_05_Accessory_Goggle_001_NameKey,Защитные Очки
20_Equip_05_Accessory_Goggle_001_DescKey,Очки защищающие глаза. Для остальных частей головы потребуется дополнительная экипировка.

20_Equip_05_Accessory_LoversGrip_NameKey,Прихватки влюбленных
20_Equip_05_Accessory_LoversGrip_DescKey,Улучшенные перчатки, которые восстанавливают немного здоровья при каждой успешной атаке. Подарок за сватовство.

20_Equip_05_Accessory_SoldierHeadBand_NameKey,Солдатская Головная Повязка
20_Equip_05_Accessory_SoldierHeadBand_DescKey,Настоящему воину не нужен шлем. Только набедренная повязка показывает врагам вашу внутреннюю силу.

20_Equip_05_Accessory_SuperVisor_NameKey,Массив Датчиков
20_Equip_05_Accessory_SuperVisor_DescKey,"Прототип Пьера усиливает чувства владельца, гарантируя, что ничто не ускользнет незамеченным. Он прекрасно подходит для разведки, но не обеспечивает хорошую защиту. "

20_Equip_05_Accessory_SurpriseGlove_NameKey,Перчатка-сюрприз
20_Equip_05_Accessory_SurpriseGlove_DescKey,Набор электризованных перчаток, ускоряющих атаки и облегчающих внезапное нападение на противника.

20_Equip_05_Accessory_TrailblazerBoots_NameKey,Ботинки Первопроходца
20_Equip_05_Accessory_TrailblazerBoots_DescKey,"Эти ботинки выглядят не очень привлекательно, но они пережили все суровые испытания на Земле. Теперь у вас есть шанс побывать в них в совершенно новом мире. "

20_Equip_05_Accessory_CombatBracelet_NameKey,Силовая Перчатка
20_Equip_05_Accessory_CombatBracelet_DescKey,"При использовании оружия ближнего боя боевой ИИ этой перчатки увеличивает <#66FFCC>Точность</color> и снижает <#66FFCC>Шанс на Неудачу</color>."

20_Equip_05_Accessory_Scope_NameKey,Целеуказатель
20_Equip_05_Accessory_Scope_DescKey,"При стрельбе из пистолета или винтовки этот прицел обеспечивает помощь в прицеливании с помощью ИИ, что значительно увеличивает <#66FFCC>Точность</color> и <#66FFCC>Эффективность Крита в Дальнем Бою</color>."

20_Equip_05_Accessory_AcidNeutralizer_NameKey,Дермальная Броня
20_Equip_05_Accessory_AcidNeutralizer_DescKey,Инъекции раствора Дермальной Брони изменяют химический состав кожи, повышая ее сопротивление к <#66FFCC>Кислотным Повреждениям</color>.

20_Equip_05_Accessory_HeatCape_NameKey,Тепловой Плащ
20_Equip_05_Accessory_HeatCape_DescKey,"Помимо того, что этот стильный аксессуар очень моден, он еще и повышает сопротивление к <#FF0000>Урону от Ожогов</color>."

20_Equip_05_Accessory_PoisonGasMask_NameKey,Противогаз
20_Equip_05_Accessory_PoisonGasMask_DescKey,Этот противогаз пристегивается к лицу и защищая человека от токсинов, содержащихся в воздухе (повышает сопротивление к <#FF0000>Урон от Яда</color>).

20_Equip_05_Accessory_IronCore_NameKey,Ядро Реактора
20_Equip_05_Accessory_IronCore_DescKey,"Установленный на груди брони, этот миниатюрный реактор усиливает <#66FFCC>Крепость</color> (повышает сопротивление ко всем неблагоприятным статусным эффектам)."

20_Equip_05_Accessory_StickyBomb_NameKey,Паутинная Бомба
20_Equip_05_Accessory_StickyBomb_DescKey,"When this grenade explodes next to an enemy, it covers them in thick webbing that halts all movement for 3 turns."

20_Equip_05_Accessory_LaserVisor_NameKey,Лазерный Визор
20_Equip_05_Accessory_LaserVisor_DescKey,"Надвинутый на глаза, этот визор позволяет владельцу испепелять врагов, стреляя лазерами из своего чертова лица! Использует <#66FFCC>Наноэнергию</color> для активации."

20_Equip_05_Accessory_PoisonEmitter_NameKey,Выбрасыватель Яда
20_Equip_05_Accessory_PoisonEmitter_DescKey,"Надетая на рот, эта маска позволяет владельцу плеваться ядом в своих врагов, чтобы ослабить их. Использует <#66FFCC>Наноэнергию</color> для активации."

20_Equip_05_Accessory_AcidSpitter_NameKey,Кислотная Плевалка
20_Equip_05_Accessory_AcidSpitter_DescKey,"Надев эту маску, можно плеваться химической кислотой в ближайших врагов. Использует <#66FFCC>Наноэнергию</color> для активации."

20_Equip_05_Accessory_SlingShotLauncher_NameKey,Выстреливатель Частиц
20_Equip_05_Accessory_SlingShotLauncher_DescKey,"Используя передовую технологию, этот аксессуар собирает частицы из окружающей среды, чтобы стрелять сверхплотными снарядами. Использует <#66FFCC>Наноэнергию</color> для активации."

20_Equip_05_Accessory_CombatInitializer_NameKey,Боевой Анализатор
20_Equip_05_Accessory_CombatInitializer_DescKey,Модификация Омнископа, устанавливаемая на броню, чтобы увеличить урон, наносимый неповрежденным врагам.


#,[ 06. Lamp & Oxygen ]
20_Equip_06_Lamp_001_NameKey,Фонарь
20_Equip_06_Lamp_001_DescKey,Простейший фонарь, освещающий путь в очень ограниченном радиусе.

20_Equip_06_Lamp_002_NameKey,Улучшенный Фонарь
20_Equip_06_Lamp_002_DescKey,A better lamp that lights up a wider area while underground. 

20_Equip_06_Lamp_003_NameKey,Фонарь Про+
20_Equip_06_Lamp_003_DescKey,"Благодаря технологии запатентованной компанией TECC, это лучший фонарь для освещения большой площади с использованием простых батареек. "

20_Equip_06_Oxygen_001_NameKey,Кислородный Баллон
20_Equip_06_Oxygen_001_DescKey,Контейнер для носимого кислорода, предназначенный для кратковременного использования в зонах с недостатком кислорода. Баллоны не могут быть перезаправлены после использования.

20_Equip_06_Oxygen_002_NameKey,Улучшенный Кислородный баллон
20_Equip_06_Oxygen_002_DescKey,Контейнер повышенной емкости для носимого кислорода, предназначенный для кратковременного использования в местах с недостатком кислорода. Баллоны не могут быть перезаправлены после использования.

20_Equip_06_Oxygen_003_NameKey,Продвинутый Кислородный Баллон
20_Equip_06_Oxygen_003_DescKey,Портативный кислородный баллон повышенной емкости, предназначенный для кратковременного использования в районах с недостатком кислорода. Баллоны не могут быть перезаправлены после использования.

#,[ 07. Pickaxe & Sickle ]
20_Equip_07_Pickaxe_01_Tier01_NameKey,Кирка
20_Equip_07_Pickaxe_01_Tier01_DescKey,Обычная кирка, используемая шахтерами. Если держать ее в руках, добыча будет более эффективной.

20_Equip_07_Pickaxe_01_Tier02_NameKey,Улучшенная Кирка
20_Equip_07_Pickaxe_01_Tier02_DescKey,"Изготовленная из высокоплотного железа, эта кирка стоит на ступень выше обычной."

20_Equip_07_Pickaxe_01_Tier03_NameKey,Титановая Кирка
20_Equip_07_Pickaxe_01_Tier03_DescKey,"Лучшая в округе кирка, изготовленная из кованого титана, с рукояткой, рассчитанной на самые жестокие удары."

20_Equip_07_Pickaxe_03_Special_Experimental_NameKey,Альфа Кирка
20_Equip_07_Pickaxe_03_Special_Experimental_DescKey,"Эта единственная в своем роде кирка использует науку, чтобы максимально увеличить добычу минералов, но использовать ее можно только для добычи самой редкой руды."

20_Equip_07_Sickle_01_Tier01_NameKey,Самодельный Серп
20_Equip_07_Sickle_01_Tier01_DescKey,Какое-то старое крючковатое лезвие, из которого сделали инструмент. Поможет собрать больше ресурсов. 

20_Equip_07_Sickle_01_Tier02_NameKey,Улучшенный Серп
20_Equip_07_Sickle_01_Tier02_DescKey,Настоящий инструмент для сбора урожая, позволяющий эффективнее выкапывать растения с корнем. Идите и соберите несколько растений!

20_Equip_07_Sickle_01_Tier03_NameKey,Мастер Сборщик
20_Equip_07_Sickle_01_Tier03_DescKey,"Прочная рукоятка с острым лезвием. Пока не изобретут что-то новое, это лучший инструмент для сбора урожая. "

20_Equip_07_Sickle_03_Special_Experimental_NameKey,Коса Жнеца
20_Equip_07_Sickle_03_Special_Experimental_DescKey,"Эта единственная в своем роде коса обладает тончайшим и острым лезвием для сбора самых нежных образцов растений. Ее следует использовать только тогда, когда другие косы не справляются."


#,[ 08. Ward Belt & Module ]
20_Equip_08_WardBelt_Tier01_NameKey,C-Ранговый Пояс Охранника
20_Equip_08_WardBelt_Tier01_DescKey,Первая версия пояса Охраны. Выглядит немного незаконченным. Слотов модулей: 1.

20_Equip_08_WardBelt_Tier02_NameKey,B-Ранговый Пояс Охранника
20_Equip_08_WardBelt_Tier02_DescKey,Модернизированный пояс Охраны, который лучше сидит и добавляет гибкости. Слотов модулей: 2.

20_Equip_08_WardBelt_Tier03_NameKey,A-Ранговый Пояс Охранника
20_Equip_08_WardBelt_Tier03_DescKey,"Элегантный ремень, который подойдет к любому наряду, а также при использовании нескольких Нано-Модулей. Слотов модулей: 3."

20_Equip_08_WardBelt_Tier04_NameKey,S-Ранговый Пояс Охранника
20_Equip_08_WardBelt_Tier04_DescKey,Получите максимум преимуществ от использования нано-модулей с помощью этого пояса, созданного исключительно из передовых технологий. Множество проводов и кнопок. Слотов модулей: 4.

20_Equip_08_WardModule_Tier01_A_NameKey,Простой Модуль Физической Мощи
20_Equip_08_WardModule_Tier01_A_DescKey,"Простой модуль, концентрирующий Наноэнергию для улучшения человеческого тела. Можно было бы сделать и лучше, но результаты тоже не назовешь плохими. "

20_Equip_08_WardModule_Tier02_A_NameKey,Обычный Модуль Физической Мощи
20_Equip_08_WardModule_Tier02_A_DescKey,"После установки этот модуль еще больше расширяет возможности ваших Атрибутов. Он делает все проще, но не стоит от него зависеть. "

20_Equip_08_WardModule_Tier03_A_NameKey,Усовершенствованный Модуль Физической Мощи
20_Equip_08_WardModule_Tier03_A_DescKey,"Как работает этот более совершенный модуль, остается загадкой, но нельзя отрицать, что он делает вас сильнее, выносливее, проворнее и чувствительнее. "

20_Equip_08_WardModule_Tier04_A_NameKey,Превосходный Модуль Физической Мощи
20_Equip_08_WardModule_Tier04_A_DescKey,Установив этот модуль, вы почувствуете себя супергероем. Вашим врагам лучше остерегаться.

20_Equip_08_WardModule_Tier01_B_NameKey,Простой Модуль Выживаемости
20_Equip_08_WardModule_Tier01_B_DescKey,"Простой модуль, который немного снижает Потребности и повышает сопротивление к Статусным Эффектам. Помогает, но не меняет жизнь. "

20_Equip_08_WardModule_Tier02_B_NameKey,Обычный Модуль Выживаемости
20_Equip_08_WardModule_Tier02_B_DescKey,"осле установки этот модуль повышает ваши шансы на выживание и выводит вас за пределы обычных человеческих возможностей. А еще он очень красивый!"

20_Equip_08_WardModule_Tier03_B_NameKey,Усовершенствованный Модуль Выживаемости
20_Equip_08_WardModule_Tier03_B_DescKey,С помощью этого усовершенствованного модуля ваше тело сможет адаптироваться к любой ситуации. Существуют ли пределы возможностей Нано Энергии?

20_Equip_08_WardModule_Tier04_B_NameKey,Превосходный Модуль Выживаемости
20_Equip_08_WardModule_Tier04_B_DescKey,"Installing this module alters your physiology to superhuman levels. Enemies barely cause lasting damage, and your natural Needs are negligible. "

20_Equip_08_WardModule_Tier01_C_NameKey,Простой Модуль Нано
20_Equip_08_WardModule_Tier01_C_DescKey,"Вам нужно усиление? Этот простой модуль немного усиливает способности Нано, что может дать вам преимущество в шахтах. "

20_Equip_08_WardModule_Tier02_C_NameKey,Обычный Модуль Нано
20_Equip_08_WardModule_Tier02_C_DescKey,Заражение всюду! Этот модуль предоставляет концентрированную Наноэнергию для усиления контроля над Мутациями и сопротивления Наноинфекции.

20_Equip_08_WardModule_Tier03_C_NameKey,Усовершенствованный Модуль Нано
20_Equip_08_WardModule_Tier03_C_DescKey,"Усовершенствованный модуль, который подает Наноэнергию прямо в ваши вены. Однако человеческое тело имеет свои пределы, поэтому будьте осторожны. "

20_Equip_08_WardModule_Tier04_C_NameKey,Превосходный Модуль Нано
20_Equip_08_WardModule_Tier04_C_DescKey,Установите этот продвинутый модуль и узнайте, каково это - быть волшебником, обладающим Нано способностями. Вам даже не понадобится волшебная палочка.

20_Equip_08_WardModule_Tier01_D_NameKey,Простой Модуль Особенности
20_Equip_08_WardModule_Tier01_D_DescKey,"С помощью этого простого модуля эффекты Особых способностей немного усиливаются. Не на много, но хоть немного. "

20_Equip_08_WardModule_Tier02_D_NameKey,Обычный Модуль Особенности
20_Equip_08_WardModule_Tier02_D_DescKey,"Этот модуль увеличивает силу Особых способностей, которые могут стать решающим фактором между жизнью и смертью в шахтах. "

20_Equip_08_WardModule_Tier03_D_NameKey,Усовершенствованный Модуль Особенности
20_Equip_08_WardModule_Tier03_D_DescKey,"При установке этого модуля в тело поступают потоки Наноэнергии, делая все, что вы делаете... лучше. Установите его прямо сейчас!"

20_Equip_08_WardModule_Tier04_D_NameKey,Превосходный Модуль Особенности
20_Equip_08_WardModule_Tier04_D_DescKey,"Усовершенствованный модуль, способный расширить ваши Особые возможности до предела. Стреляйте дальше, режьте глубже, двигайтесь быстрее! "
