Language,Default
Female_Black_Engineer_01,Nevaeh Johnson
Female_Black_Engineer_02,Imani Hendricks
Female_Black_Miner_01,Olu Iwara
Female_Black_Miner_02,Niesha Davis
Female_Black_Pilot_01,Cendy Dominguez
Female_Black_Pilot_02,Giselle Benoit
Female_Black_Scientist_01,Jalissa Garvey
Female_Black_Scientist_02,Lakshmi Patel
Female_Black_Soldier_01,Meri Urey
Female_Black_Soldier_02,Mukamutara Khumalo
Female_White_Doctor_01,Elsa Koch
Female_White_Doctor_02,Karin Nilsson
Female_White_Engineer_01,Polina Volkov
Female_White_Engineer_02,Bianca Moreira
Female_White_Miner_01,Olivia Rowe
Female_White_Miner_02,Catalina Valenzuela
Female_White_Pilot_01,Juana Navarro
Female_White_Pilot_02,Venla Hiltunen
Female_White_Scientist_01,Isla Flores
Female_White_Scientist_02,Rhea Onasis
Female_White_Soldier_01,Embla Sigrun
Female_White_Soldier_02,Willow Jetton
Male_Asian_Doctor_01,Bingwen Wong
Male_Asian_Doctor_02,Niran Ngam
Male_Asian_Engineer_01,Mingze Yuan
Male_Asian_Engineer_02,Kaito Yamamoto
Male_Asian_Miner_01,Ho-Seok Kang
Male_Asian_Miner_02,Huy Phan
Male_Asian_Pilot_01,Qian Gao
Male_Asian_Pilot_02,Angelo Villanueva
Male_Asian_Scientist_01,Ryota Sato
Male_Asian_Scientist_02,Amran Ong
Male_Asian_Soldier_01,Farez Khoury
Male_Asian_Soldier_02,Oudom Thong
Male_Black_Doctor_01,Selam Haile
Male_Black_Doctor_02,Prince Dube
Male_Black_Engineer_01,Rohan Bakshi
Male_Black_Engineer_02,Diego Ortiz
Male_Black_Miner_01,Elijah Washington
Male_Black_Miner_02,Shabaka Faraj
Male_Black_Pilot_01,Gregory Adams
Male_Black_Pilot_02,Kigongo Wandera
Male_Black_Scientist_01,Uwera
Male_Black_Scientist_02,Chidiadi Lawal
Male_Black_Soldier_01,Ateef Mohammed
Male_Black_Soldier_02,Fynn Baddoo
Male_White_Doctor_01,Leo Havet
Male_White_Doctor_02,Mikhail Popov
Male_White_Engineer_01,Felix Zuber
Male_White_Engineer_02,Cort Dhalgren
Male_White_Miner_01,Jacob Thompson
Male_White_Miner_02,Paz Acosta
Male_White_Pilot_01,Stanimir Kolesnik
Male_White_Pilot_02,Roch Golik
Male_White_Scientist_01,Bruno DaSilva
Male_White_Scientist_02,David Wright
Male_White_Soldier_01,Francisco Martin
Male_White_Soldier_02,Cezar Vero

#,[ Monster ]
Mon_Animal_Rat_NameKey,Titan Rat
Mon_Animal_Rat_Evolved_NameKey,Savage Titan Rat
Mon_Animal_Worm_NameKey,Titan Worm
Mon_Animal_Worm_Evolved_NameKey,Savage Titan Worm
Mon_Animal_Slug_NameKey,Titan Slug
Mon_Animal_Slug_Evolved_NameKey,Savage Titan Slug
Mon_Animal_Beetle_NameKey,Titan Beetle
Mon_Animal_Beetle_Evolved_NameKey,Savage Titan Beetle
Mon_Animal_Cocoon,Cocoon
Mon_Animal_Detector_NameKey,Screamer
Mon_Animal_Spawner_Minion_NameKey,Creeper
Mon_Animal_Parasite_01_NameKey,Crawler
Mon_Animal_Parasite_02_NameKey,Popper
Mon_Animal_Maggot_NameKey,Muncher
Mon_Animal_Lurker_NameKey,Lurker
Mon_Animal_Lurker_Strong_001_NameKey,Skulker
Mon_Animal_Burrower_NameKey,Burrower
Mon_Animal_Burrower_Minion_NameKey,Digger
Mon_Evolved_Origin_Expedition_NameKey,Mutated Settler
Mon_Evolved_Origin_Miner_NameKey,Mutated Miner
Mon_Evolved_Base_A_NameKey,Mutant
Mon_Evolved_Base_B_NameKey,Brawler
Mon_Evolved_Base_B_Strong_NameKey,Bruiser
Mon_Evolved_Bomber_A_NameKey,Belcher
Mon_Evolved_Bomber_B_NameKey,Spewer
Mon_Evolved_Buffer_A_NameKey,Floater
Mon_Evolved_Buffer_B_NameKey,Drifter
Mon_Evolved_Explosive_NameKey,Exploder
Mon_Evolved_Grabber_NameKey,Stabber
Mon_Evolved_Grabber_Poison_NameKey,Constrictor
Mon_Evolved_Reaper_A_NameKey,Slicer
Mon_Evolved_Reaper_B_NameKey,Carver
Mon_Evolved_Reaper_B_Acid_NameKey,Shredder
Mon_Evolved_Shooter_A_NameKey,Spitter
Mon_Evolved_Shooter_B_NameKey,Blaster
Mon_Evolved_Spawner_NameKey,Spawner
Mon_Evolved_Tanker_A_NameKey,Crusher
Mon_Evolved_Tanker_A_001_Strong_NameKey,Pulverizer
Mon_Evolved_Tanker_B_NameKey,Smasher
Mon_Evolved_Tanker_B_001_Strong_NameKey,Demolisher
Mon_Evolved_Tower_NameKey,Spindler
Mon_Evolved_Tower_A_Acid_NameKey,Dissipater
Mon_Evolved_Hybrid_A_NameKey,Graver
Mon_Evolved_Hybrid_A_Strong_NameKey,Mass Graver
Mon_Evolved_Hybrid_A_Durable_NameKey,Rejuvenator
Mon_Elite_TrainCaptain_NameKey,Train Warden
Mon_Elite_MadScientist_NameKey,Mad Doctor
Mon_Elite_Industrial_Robot_NameKey,Industrial Bot
Mon_Boss_001_NameKey,Mega Smasher
Mon_Boss_002_NameKey,Pulsator
Mon_Boss_003_Core_001_NameKey,Fusion Beast
Mon_Boss_003_Core_002_NameKey,Enraged Fusion Beast
Mon_Boss_003_Core_003_NameKey,Replicating Fusion Beast
Mon_Boss_003_Minion_NameKey,Fusion Spawn
Mon_Boss_004_NameKey,The Titanian
Mon_Boss_005_NameKey,Alien Lifeform
Mon_Boss_005_Minion_Melee_NameKey,Nano Slasher
Mon_Boss_005_Minion_Range_NameKey,Nano Burster

#,[ Ect ]
Narration,Narration
Player_FullName,Эддисон Торп
AI_Companion,ИИ: Кассини
Dummy_Humanoid,Dummy Human
ControlCenter,<#23d682>Центр Управления</color>
Stranger_Arcade,<#caa600>Чей-то Голос</color>
ReactorCore_001,Реакторное Ядро
Train_Computer,Устройство Управления Железнодорожной станцией
AI_HeadQuarter,ИИ: NINE
