Language,Default
30_Usable_03_Medical_Stimulant_001_DescKey,Быстрая инъекция, повышающая уровень адреналина в организме на случай необходимости, бить или бежать!

30_Usable_03_Medical_Nano_Charger_001_NameKey,Усилитель наноботов
30_Usable_03_Medical_Nano_Charger_001_DescKey,Шприц, наполненный заряженными энергией наноботами, которые соединяются с существующими кластерами для увеличения мощности. Заряжает энергией без неприятного послевкусия.


#,[ 04. Install ]
30_Usable_04_Install_PlasmaTurret_001_NameKey,Плазменная Турель (Обычная)
30_Usable_04_Install_PlasmaTurret_001_DescKey,Чувствительная к движению плазменная пушка, предназначенная для нанесения огромного урона надвигающимся врагам. Защитные турели установлены в Реакторном Помещении.

30_Usable_04_Install_PlasmaTurret_002_NameKey,Плазменная Турель (Улучшенная)
30_Usable_04_Install_PlasmaTurret_002_DescKey,Плазменная пушка с улучшенной дальностью стрельбы и повышенным уроном. Защитные турели установлены в Реакторном Помещении. 

30_Usable_04_Install_PlasmaTurret_003_NameKey,Плазменная Турель (Усовершенствованная)
30_Usable_04_Install_PlasmaTurret_003_DescKey,Выстрелите в приближающихся врагов с особой жестокостью и огромным уроном из этой передовой плазменной пушки. Оборонительные турели установлены в Реакторном Помещении.

30_Usable_04_Install_PlasmaTurret_004_NameKey,Плазменная Турель (Модель X-4)
30_Usable_04_Install_PlasmaTurret_004_DescKey,"Расплавьте морды монстров с помощью экспериментальной плазменной пушки с максимально возможными дальностью, уроном и прочностью. Защитные турели установлены в Реакторном Помещении."

30_Usable_04_Install_SleepingBag_001_NameKey,Спальный Мешок
30_Usable_04_Install_SleepingBag_001_DescKey,Поймайте несколько ZZZz в любом месте с помощью этого переносного спального мешка.

30_Usable_04_Install_Barricade_001_NameKey,Баррикада
30_Usable_04_Install_Barricade_001_DescKey,Устанавливаемая конструкция, которая может блокировать проход... пока ее не разрушат.

30_Usable_04_Install_ClawTrap_001_NameKey,Капкан
30_Usable_04_Install_ClawTrap_001_DescKey,Обычный капкан с когтями, который захватывает в свои металлические челюсти все, что на него наступит.

30_Usable_04_Install_RatTrap_001_NameKey,Крысоловка
30_Usable_04_Install_RatTrap_001_DescKey,Железный капкан, предназначенный для ловли свирепых крыс. Он значительно превосходит стандартный медвежий капкан.

30_Usable_04_Install_Turret_001_NameKey,Орудийная Турель

30_Usable_04_Install_Drone_Pilot_NameKey,Дрон Компаньон
30_Usable_04_Install_Drone_Pilot_DescKey,"Установленный непосредственно в Омнископ, этот апгрейд дает в распоряжение симбиотического дрона-компаньона, который будет сражаться за него."

#,"This is actually an object name used in the item on the ground."
30_Usable_04_Install_Drone_Grenade_NameKey,Шоковый дрон

#,[ 05. Throwing ]
30_Usable_05_Throwing_HighFrequencyGrenade_NameKey,Высокочастотная Граната
30_Usable_05_Throwing_HighFrequencyGrenade_DescKey,"Враги, попавшие в зону поражения этой гранаты, испытывают высокочастотные звуковые волны, которые дезориентируют их чувства, делая их легкой добычей.\n( Радиус: 3x3)"

30_Usable_05_Throwing_Grenade_FearBomb_NameKey,Бомба Страха
30_Usable_05_Throwing_Grenade_FearBomb_DescKey,"Эта граната выпускает газ, который воздействует на органы чувств противника, вызывая страх и отпугивая его. Чего боятся монстры?\n( Радиус: 3x3)"

30_Usable_05_Throwing_Grenade_FlashBomb_NameKey,Световая Бомба
30_Usable_05_Throwing_Grenade_FlashBomb_DescKey,Монстры не могут атаковать то, что они не видят. Бросьте эту гранату, чтобы временно ослепить врагов, и вы сможете быстро отступить или нанести атаку, которую они не заметят.\n( Радиус: 3x3)

30_Usable_05_Throwing_Tier01_Acid_001_NameKey,Бутыль с Кислотой
30_Usable_05_Throwing_Tier01_Acid_001_DescKey,Это бутылка с кислотой внутри. УЖАС! Бросайте ее быстрее, пока она не начала вытекать.\n( Радиус: 3x3)

30_Usable_05_Throwing_Tier02_Acid_001_NameKey,Кислотная Граната
30_Usable_05_Throwing_Tier02_Acid_001_DescKey,"Кислотоупорный сосуд, прикрепленный к взрывному устройству, активируется путем извлечения предохранительного кольца.\n( Радиус: 3x3)"

30_Usable_05_Throwing_Tier03_Acid_001_NameKey,Улучшенная Кислотная Граната
30_Usable_05_Throwing_Tier03_Acid_001_DescKey,Эта улучшенная кислотная граната гарантированно покроет врагов кислотой. Просто активируйте и бросьте.\n( Дальность: 3x3)

30_Usable_05_Throwing_Tier01_Burn_001_NameKey,Молотов
30_Usable_05_Throwing_Tier01_Burn_001_DescKey,"Бутылка ликера с просунутой в отверстие тряпкой. Это срабатывало сотни лет, так почему бы не сработать и сейчас?\n( Диапазон: 3x3)"

30_Usable_05_Throwing_Tier02_Burn_001_NameKey,Зажигательная Граната
30_Usable_05_Throwing_Tier02_Burn_001_DescKey,Контейнер с легковоспламеняющейся жидкостью в сочетании со взрывным устройством. Уничтожает и сжигает.\n( Дальность: 3x3)

30_Usable_05_Throwing_Tier03_Burn_001_NameKey,Улучшенная Зажигательная Граната
30_Usable_05_Throwing_Tier03_Burn_001_DescKey,Эта граната предназначена для того, чтобы обрушить на врага огненный дождь смерти. Просто активируйте и бросьте.\n( Дальность: 3x3)

30_Usable_05_Throwing_Tier01_Poison_001_NameKey,Мешочек Яда
30_Usable_05_Throwing_Tier01_Poison_001_DescKey,"Простой мешочек с измельченным ядом. Он ядовит при касании, поэтому старайтесь не держать его в руках слишком часто.\n( Дальность: 3x3)"

30_Usable_05_Throwing_Tier02_Poison_001_DescKey,Контейнер с жидким ядом, рассчитанный на то, чтобы покрыть область взрыва, когда устройство взорвется.\n( Дальность: 3x3)
30_Usable_05_Throwing_Tier02_Poison_001_NameKey,Ядовитая Граната

30_Usable_05_Throwing_Tier03_Poison_001_NameKey,Улучшенная Отравленная Граната
30_Usable_05_Throwing_Tier03_Poison_001_DescKey,Эта граната создает обширное облако яда, которое не сможет не заметить ни один враг. Нажмите кнопку активации и бросайте!\n( Дальность: 3x3)

30_Usable_05_Throwing_Grenade_001_NameKey,Обычная Граната
30_Usable_05_Throwing_Grenade_001_DescKey,Обычная граната, которая взрывается и наносит урон.\n( Дальность: 3x3)

30_Usable_05_Throwing_Grenade_002_NameKey,Улучшенная Граната
30_Usable_05_Throwing_Grenade_002_DescKey,Граната с немного большей взрывной силой, чем ожидалось. Используйте с осторожностью.\n( Дальность: 3x3)

30_Usable_05_Throwing_Crying_Grenade_001_NameKey,Граната-приманка
30_Usable_05_Throwing_Crying_Grenade_001_DescKey,"При активации эта граната издает крик, привлекающий ближайших монстров.\n( Дальность: 3x3)"

30_Usable_05_Throwing_AntiGravity_Grenade_001_NameKey,Антигравитационная Граната
30_Usable_05_Throwing_AntiGravity_Grenade_001_DescKey,"Бросьте под ноги врагу, чтобы поднять его в воздух и лишить возможности двигаться.\n( Дальность: 3x3) "

30_Usable_05_Throwing_Drone_Grenade_001_NameKey,Капсула Дрон
30_Usable_05_Throwing_Drone_Grenade_001_DescKey,Эта уникальная капсула превращается в дрона, который может служить союзником в бою.\n( Дальность: 3x3)

30_Usable_05_Throwing_Tier01_ThrowingKnife_001_NameKey,Старый Метательный Кинжал
30_Usable_05_Throwing_Tier01_ThrowingKnife_001_DescKey,Этот нож создан для метания... или был таковым до появления ржавчины и поломки.

30_Usable_05_Throwing_Tier02_ThrowingKnife_001_NameKey,Метательный Кинжал
30_Usable_05_Throwing_Tier02_ThrowingKnife_001_DescKey,Нет ничего опаснее сбалансированного метательного кинжала и меткого глаза.

30_Usable_05_Throwing_Tier03_ThrowingKnife_001_NameKey,Аеродинамичный Метательный Кинжал
30_Usable_05_Throwing_Tier03_ThrowingKnife_001_DescKey,"Легкий и не ржавый, этот метательный кинжал летит прямо и режет глубоко."

30_Usable_05_Throwing_Tier04_ThrowingKnife_001_NameKey,Экспериментальный Метательный Кинжал
30_Usable_05_Throwing_Tier04_ThrowingKnife_001_DescKey,Высокотехнологичный кинжал, который быстро вибрирует и пробивает броню. Никто не застрахован от ваших клинков.

30_Usable_05_Throwing_Tier05_ThrowingKnife_001_NameKey,Смертоносный кинжал Дим Мака
30_Usable_05_Throwing_Tier05_ThrowingKnife_001_DescKey,"Специальный кинжал, который автоматически находит слабые места цели и наносит ей огромный урон. Джудит действительно гений."

30_Usable_05_Throwing_TimerBomb_001_NameKey,Бомба с Таймером
30_Usable_05_Throwing_TimerBomb_001_DescKey,Взрывная бомба с таймером. Убедитесь, что вы успеете убраться до того, как она взорвется.

30_Usable_05_Throwing_TimerBomb_002_NameKey,Улучшенная Бомба с Таймером
30_Usable_05_Throwing_TimerBomb_002_DescKey,"Если чему-то нужно ВЗОРВАТЬСЯ, просто установите таймер и позвольте взрыву сделать свое дело."


#,[ 06. Utility ]
30_Usable_06_Utility_Rope_001_NameKey,Веревка
30_Usable_06_Utility_Rope_001_DescKey,Прочная веревка, которая поможет проложить новые пути к неизведанным местам.

30_Usable_06_Utility_Repair_Kit_001_NameKey,Ремнабор
30_Usable_06_Utility_Repair_Kit_001_DescKey,"Универсальный набор инструментов для мелкого ремонта оборудования.\nРемонт до 30 единиц прочности за счет снижения максимальной прочности на 20%."

30_Usable_06_Utility_Repair_Kit_002_NameKey,Расширенный Ремнабор
30_Usable_06_Utility_Repair_Kit_002_DescKey,"Специализированный набор инструментов, в котором есть все необходимое для ремонта тяжело повреждённого оборудования\пВосстанавливает до 50 единиц прочности за счёт снижения максимальной прочности на 10%." 


#,[ 07. Book ]
30_Usable_07_Book_ComicBook_001_NameKey,Путь Ярости: Выпуск #1
30_Usable_07_Book_ComicBook_001_DescKey,Первый выпуск малоизвестной серии комиксов, повествующей о странствующем мастере боевых искусств по имени Синдзо. 

30_Usable_07_Book_ComicBook_002_NameKey,Путь Ярости: Выпуск #2
30_Usable_07_Book_ComicBook_002_DescKey,Второй выпуск малоизвестной серии комиксов, повествующей о странствующем мастере боевых искусств по имени Синдзо.

30_Usable_07_Book_ComicBook_003_NameKey,Путь Ярости: Выпуск #3
30_Usable_07_Book_ComicBook_003_DescKey,Третий выпуск малоизвестной серии комиксов, повествующей о странствующем мастере боевых искусств по имени Синдзо.

30_Usable_07_Book_BFG_Manual_NameKey,Prototype: Прототип: Плазменная Пусковая Установка
30_Usable_07_Book_BFG_Manual_DescKey,"Это частично сохранившееся руководство по эксплуатации экспериментального прототипа TECC под названием "Плазменная пусковая установка". Надеюсь, оно содержит ценную информацию."

30_Usable_07_Note_TitanFlower_Password_NameKey,Записка Доктора Ричарда
30_Usable_07_Note_TitanFlower_Password_DescKey,Записка Доктора Ричарда, содержащая пароль к подземной лаборатории.

30_Usable_07_Book_TitanFlower_Location_NameKey,ЦТ Дневник 1
30_Usable_07_Book_TitanFlower_Location_DescKey,Дневник # 1 Хендрика Стайна

30_Usable_07_Book_TitanFlower_Password_Location_NameKey,ЦТ Дневник 5
30_Usable_07_Book_TitanFlower_Password_Location_DescKey,Дневник # 5 Хендрика Стайна

30_Usable_07_Book_GridStepPuzzle_NameKey,Поэтический Дневник
30_Usable_07_Book_GridStepPuzzle_DescKey,Книга стихов, написанная человеком по имени Феликс. В ней есть несколько помятых страниц, которые кажутся интересными.


#,[ 08. ID-Метка ]
30_Usable_08_IDTag_Male_White_Soldier_02_NameKey,ID-Метка Цезарь Веро
30_Usable_08_IDTag_Male_White_Soldier_02_DescKey,Эта ID-метка принадлежит Цезарю Веро.

30_Usable_08_IDTag_Male_White_Soldier_01_NameKey,ID-Метка Франциско Мартин
30_Usable_08_IDTag_Male_White_Soldier_01_DescKey,Эта ID-метка принадлежит Франциску Мартино.

30_Usable_08_IDTag_Male_White_Scientist_02_NameKey,ID-Метка Дэвид Райт
30_Usable_08_IDTag_Male_White_Scientist_02_DescKey,Эта ID-метка принадлежит Дэвиду Райту.

30_Usable_08_IDTag_Male_White_Scientist_01_NameKey,ID-Метка Бруно ДеСилва
30_Usable_08_IDTag_Male_White_Scientist_01_DescKey,Эта ID-метка принадлежит Бруно ДеСилва.

30_Usable_08_IDTag_Male_White_Pilot_02_NameKey,ID-Метка Рох Голик
30_Usable_08_IDTag_Male_White_Pilot_02_DescKey,Эта ID-метка принадлежит Roch Golik.

30_Usable_08_IDTag_Male_White_Pilot_01_NameKey,ID-Метка Станимир Колесников
30_Usable_08_IDTag_Male_White_Pilot_01_DescKey,Эта ID-метка принадлежит Stanimir Kolesnik.

30_Usable_08_IDTag_Male_White_Miner_02_NameKey,ID-Метка Пас Акосты
30_Usable_08_IDTag_Male_White_Miner_02_DescKey,Эта ID-метка принадлежит Пасу Акосте.

30_Usable_08_IDTag_Male_White_Miner_01_NameKey_Jacob_NameKey,ID-Метка Джейкоб Томпсон
30_Usable_08_IDTag_Male_White_Miner_01_DescKey_Jacob_DescKey,Эта ID-метка принадлежит Джейкобу Томпсону.

30_Usable_08_IDTag_Male_White_Engineer_02_NameKey,ID-Метка Корт Дальгрен
30_Usable_08_IDTag_Male_White_Engineer_02_DescKey,Эта ID-метка принадлежит Корту Дальгрену.

30_Usable_08_IDTag_Male_White_Engineer_01_NameKey,ID-Метка Феликс Цубер
30_Usable_08_IDTag_Male_White_Engineer_01_DescKey,Эта ID-метка принадлежит Феликс Цуберу.

30_Usable_08_IDTag_Male_White_Doctor_02_NameKey,ID-Метка Михаил Попов
30_Usable_08_IDTag_Male_White_Doctor_02_DescKey,Эта ID-метка принадлежит Михаил Попову.

30_Usable_08_IDTag_Male_White_Doctor_01_NameKey,ID-Метка Лео Хавет
30_Usable_08_IDTag_Male_White_Doctor_01_DescKey,Эта ID-метка принадлежит Лео Хавету.

30_Usable_08_IDTag_Male_Black_Soldier_02_NameKey,ID-Метка Финн Бадду
30_Usable_08_IDTag_Male_Black_Soldier_02_DescKey,Эта ID-метка принадлежит Финну Бадду.

30_Usable_08_IDTag_Male_Black_Soldier_01_NameKey,ID-Метка Атиф Мухаммед
30_Usable_08_IDTag_Male_Black_Soldier_01_DescKey,Эта ID-метка принадлежит Атифу Мухаммеду.

30_Usable_08_IDTag_Male_Black_Scientist_02_NameKey,ID-Метка Чидиади Лаваль
30_Usable_08_IDTag_Male_Black_Scientist_02_DescKey,Эта ID-метка принадлежит Чидиади Лаваль.

30_Usable_08_IDTag_Male_Black_Scientist_01_NameKey,ID-Метка Увера Зото
30_Usable_08_IDTag_Male_Black_Scientist_01_DescKey,Эта ID-метка принадлежит Увере.

30_Usable_08_IDTag_Male_Black_Pilot_02_NameKey,ID-Метка Кигонго Вандера
30_Usable_08_IDTag_Male_Black_Pilot_02_DescKey,Эта ID-метка принадлежит Кигонго Вандере.

30_Usable_08_IDTag_Male_Black_Pilot_01_NameKey,ID-Метка Грегори Адамс
30_Usable_08_IDTag_Male_Black_Pilot_01_DescKey,Эта ID-метка принадлежит Грегори Адамсу.

30_Usable_08_IDTag_Male_Black_Miner_02_NameKey,ID-Метка Шабака Фарадж
30_Usable_08_IDTag_Male_Black_Miner_02_DescKey,Эта ID-метка принадлежит Шабака Фараджу.

30_Usable_08_IDTag_Male_Black_Miner_01_NameKey,ID-Метка Элайджа Вашингтон
30_Usable_08_IDTag_Male_Black_Miner_01_DescKey,Эта ID-метка принадлежит Элайджа Вашингтону.

30_Usable_08_IDTag_Male_Black_Engineer_02_NameKey,ID-Метка Диего Ортис
30_Usable_08_IDTag_Male_Black_Engineer_02_DescKey,Эта ID-метка принадлежит Диего Ортису.

30_Usable_08_IDTag_Male_Black_Engineer_01_NameKey,ID-Метка Рохан Бакши
30_Usable_08_IDTag_Male_Black_Engineer_01_DescKey,Эта ID-метка принадлежит Рохану Бакши.

30_Usable_08_IDTag_Male_Black_Doctor_02_NameKey,ID-Метка Принц Дубэ
30_Usable_08_IDTag_Male_Black_Doctor_02_DescKey,Эта ID-метка принадлежит Принца Дубэ.

30_Usable_08_IDTag_Male_Black_Doctor_01_NameKey,ID-Метка Селам Хайле
30_Usable_08_IDTag_Male_Black_Doctor_01_DescKey,Эта ID-метка принадлежит Селам Хайле.

30_Usable_08_IDTag_Male_Asian_Soldier_02_NameKey,ID-Метка Удом Тхонг
30_Usable_08_IDTag_Male_Asian_Soldier_02_DescKey,Эта ID-метка принадлежит Удом Тхонг.

30_Usable_08_IDTag_Male_Asian_Soldier_01_NameKey,ID-Метка Фарез Кхури
30_Usable_08_IDTag_Male_Asian_Soldier_01_DescKey,Эта ID-метка принадлежит Фарезу Кхури.

30_Usable_08_IDTag_Male_Asian_Scientist_02_NameKey,ID-Метка Амран Онг
30_Usable_08_IDTag_Male_Asian_Scientist_02_DescKey,Эта ID-метка принадлежит Амран Онг.

30_Usable_08_IDTag_Male_Asian_Scientist_01_NameKey,ID-Метка Рёта Сато
30_Usable_08_IDTag_Male_Asian_Scientist_01_DescKey,Эта ID-метка принадлежит Рёта Сато.

30_Usable_08_IDTag_Male_Asian_Pilot_02_NameKey,ID-Метка Анджело Виллануэва
30_Usable_08_IDTag_Male_Asian_Pilot_02_DescKey,Эта ID-метка принадлежит Анджело Виллануэва.

30_Usable_08_IDTag_Male_Asian_Pilot_01_NameKey,ID-Метка Цянь Гао
30_Usable_08_IDTag_Male_Asian_Pilot_01_DescKey,Эта ID-метка принадлежит Цянь Гао.

30_Usable_08_IDTag_Male_Asian_Miner_02_NameKey,ID-Метка Хуэй Фань
30_Usable_08_IDTag_Male_Asian_Miner_02_DescKey,Эта ID-метка принадлежит Хуэй Фань.

30_Usable_08_IDTag_Male_Asian_Miner_01_NameKey,ID-Метка Хо-Сеок Кан
30_Usable_08_IDTag_Male_Asian_Miner_01_DescKey,Эта ID-метка принадлежит Хо-Сеок Кану.

30_Usable_08_IDTag_Male_Asian_Engineer_02_NameKey,ID-Метка Кайто Ямамото
30_Usable_08_IDTag_Male_Asian_Engineer_02_DescKey,Эта ID-метка принадлежит Кайто Ямамото.

30_Usable_08_IDTag_Male_Asian_Engineer_01_NameKey,ID-Метка Минцзе Юань
30_Usable_08_IDTag_Male_Asian_Engineer_01_DescKey,Эта ID-метка принадлежит Mingze Yuan.

30_Usable_08_IDTag_Male_Asian_Doctor_02_NameKey,ID-Метка Ниран Нгам
30_Usable_08_IDTag_Male_Asian_Doctor_02_DescKey,Эта ID-метка принадлежит Ниран Нгам.

30_Usable_08_IDTag_Male_Asian_Doctor_01_NameKey,ID-Метка Бингвен Вонг
30_Usable_08_IDTag_Male_Asian_Doctor_01_DescKey,Эта ID-метка принадлежит Бингвен Вонг.

30_Usable_08_IDTag_Female_White_Soldier_02_NameKey,ID-Метка Уиллоу Джеттон
30_Usable_08_IDTag_Female_White_Soldier_02_DescKey,Эта ID-метка принадлежит Уиллоу Джеттон.

30_Usable_08_IDTag_Female_White_Soldier_01_NameKey,ID-Метка Эмбла Сигрун
30_Usable_08_IDTag_Female_White_Soldier_01_DescKey,Эта ID-метка принадлежит Эмбле Сигрун.

30_Usable_08_IDTag_Female_White_Scientist_02_NameKey,ID-Метка Рея Онасис
30_Usable_08_IDTag_Female_White_Scientist_02_DescKey,Эта ID-метка принадлежит Рее Онасис.

30_Usable_08_IDTag_Female_White_Scientist_01_NameKey,ID-Метка Исла Флорес
30_Usable_08_IDTag_Female_White_Scientist_01_DescKey,Эта ID-метка принадлежит Исле Флорес.

30_Usable_08_IDTag_Female_White_Pilot_02_NameKey,ID-Метка Венла Хилтунен
30_Usable_08_IDTag_Female_White_Pilot_02_DescKey,Эта ID-метка принадлежит Венле Хилтунен.

30_Usable_08_IDTag_Female_White_Pilot_01_NameKey,ID-Метка Хуана Наварро
30_Usable_08_IDTag_Female_White_Pilot_01_DescKey,Эта ID-метка принадлежит Хуане Наварро.

30_Usable_08_IDTag_Female_White_Miner_02_NameKey,ID-Метка Каталина Валенсуэла
30_Usable_08_IDTag_Female_White_Miner_02_DescKey,Эта ID-метка принадлежит Каталине Валенсуэле.

30_Usable_08_IDTag_Female_White_Miner_01_NameKey,ID-Метка Оливия Роу
30_Usable_08_IDTag_Female_White_Miner_01_DescKey,Эта ID-метка принадлежит Оливии Роу.

30_Usable_08_IDTag_Female_White_Engineer_02_NameKey,ID-Метка Бьянка Морейра
30_Usable_08_IDTag_Female_White_Engineer_02_DescKey,Эта ID-метка принадлежит Бьянке Морейре.

30_Usable_08_IDTag_Female_White_Engineer_01_NameKey,ID-Метка Полина Волкова
30_Usable_08_IDTag_Female_White_Engineer_01_DescKey,Эта ID-метка принадлежит Полине Волковой.

30_Usable_08_IDTag_Female_White_Doctor_02_NameKey,ID-Метка Карин Нильссон
30_Usable_08_IDTag_Female_White_Doctor_02_DescKey,Эта ID-метка принадлежит Карин Нильссон.

30_Usable_08_IDTag_Female_White_Doctor_01_NameKey,ID-Метка Эльза Кох
30_Usable_08_IDTag_Female_White_Doctor_01_DescKey,Эта ID-метка принадлежит Эльзе Кох.

30_Usable_08_IDTag_Female_Black_Soldier_02_NameKey,ID-Метка Мукамутара Хумало
30_Usable_08_IDTag_Female_Black_Soldier_02_DescKey,Эта ID-метка принадлежит Мукамутаре Хумало.

30_Usable_08_IDTag_Female_Black_Soldier_01_NameKey,ID-Метка Мери Урей
30_Usable_08_IDTag_Female_Black_Soldier_01_DescKey,Эта ID-метка принадлежит Мери Урей.

30_Usable_08_IDTag_Female_Black_Scientist_02_NameKey,ID-Метка Лакшми Патель
30_Usable_08_IDTag_Female_Black_Scientist_02_DescKey,Эта ID-метка принадлежит Лакшми Патель.

30_Usable_08_IDTag_Female_Black_Scientist_01_NameKey,ID-Метка Джалисса Гарви
30_Usable_08_IDTag_Female_Black_Scientist_01_DescKey,Эта ID-метка принадлежит Джалиссе Гарви.

30_Usable_08_IDTag_Female_Black_Pilot_02_NameKey,ID-Метка Жизель Бенуа
