Language,Default
40_Mat_Spoil_Burrower_DescKey,Самая прочная часть экзоскелета Бурровера. После небольшой полировки она может стать блестящей..

40_Mat_Spoil_Beetle_Shell_NameKey,Панцирь Жука
40_Mat_Spoil_Beetle_Shell_DescKey,"Побитый панцирь большого жука. Он в хорошей форме, так что, возможно, он еще может пригодиться."

40_Mat_Spoil_Beetle_Evolved_Spoil_NameKey,Внутренности Жука
40_Mat_Spoil_Beetle_Evolved_Spoil_DescKey,Эта куча желчи и осколков экзоскелета мертвого Кровожадного Жука Титана может быть использована в производстве. Ну же... попробуйте!

40_Mat_Spoil_Backbone_001_NameKey,Позвоночник Мутанта
40_Mat_Spoil_Backbone_001_DescKey,A mutant backbone that could be helpful for crafting.


#,[ Refined Ore ]
40_Mat_Refined_Titanium_NameKey,Очищенный Титан
40_Mat_Refined_Titanium_DescKey,Очищенный ильменит. Он может пригодиться при создании некоторых предметов.

40_Mat_Refined_Nickel_NameKey,Очищенный Никель
40_Mat_Refined_Nickel_DescKey,Очищенный никель. Он может пригодиться при создании некоторых предметов.

40_Mat_Refined_Lithium_NameKey,Очищенный Литий
40_Mat_Refined_Lithium_DescKey,Очищенный петалит. Он может пригодиться при создании некоторых предметов.

40_Mat_Refined_Iron_NameKey,Очищенное Железо
40_Mat_Refined_Iron_DescKey,Очищенная железная руда. Она может пригодиться при создании некоторых предметов.

40_Mat_Refined_Copper_NameKey,Очищенная Медь
40_Mat_Refined_Copper_DescKey,Очищенная медная руда. Она может пригодиться при создании некоторых предметов.


#,[ Plant ]
40_Mat_Plant_Twig_002_NameKey,Связка Веток
40_Mat_Plant_Twig_002_DescKey,Связка веток, собранных с деревьев, выращенных на Земле, и доставленных на Титан.

40_Mat_Plant_Sticky_NameKey,Клеящий Экстракт
40_Mat_Plant_Sticky_DescKey,Липкое вещество, которое можно добыть только с помощью единственного в своем роде инструмента для сбора урожая. Используется в рецептах.

40_Mat_Plant_Poison_NameKey,Ядовитые Фрукт
40_Mat_Plant_Poison_DescKey,Плоды, тщательно собранные с ядовитых растений Титана.

40_Mat_Plant_Lotus_Flower_NameKey,Нано Лотос
40_Mat_Plant_Lotus_Flower_DescKey,Уникальный цветок лотоса, измененный наноботами Титана. Его следует собирать во время полного цветения.

40_Mat_Plant_Leaf_001_NameKey,Листья
40_Mat_Plant_Leaf_001_DescKey,Пучок обычных листьев земных растений, привезенных на Титан первым поселением.

40_Mat_Plant_Explosion_NameKey,Взрывная Ягода
40_Mat_Plant_Explosion_DescKey,Эта необычная ягода, растущая на некоторых растениях Титана, способна вызывать взрывы. Может ли она стать заменой пороху?

40_Mat_Plant_Cotton_NameKey,Хлопок Титана
40_Mat_Plant_Cotton_DescKey,Хлопок, окрепший в результате длительного контакта с атмосферой Титана.

40_Mat_Plant_Cannibal_NameKey,Шип Каннибала
40_Mat_Plant_Cannibal_DescKey,Затвердевший шип, оторванный от щупалец растения-людоеда.

40_Mat_Plant_Broken_Tree_001_NameKey,Деревянные Щепки
40_Mat_Plant_Broken_Tree_001_DescKey,Куски дерева, которые можно использовать для изготовления других предметов.

40_Mat_Plant_Acid_NameKey,Органическая Кислота
40_Mat_Plant_Acid_DescKey,Эта простая кислота синтезируется из растительного сырья в результате длительной обработки.


#,[ Ore ]
40_Mat_Ore_Titanium_NameKey,Титановая Руда
40_Mat_Ore_Titanium_DescKey,Титановая Руда (илм ильменит) добытая в пещерах под землей. Она может быть переработана в Очищенный Титан.

40_Mat_Ore_Nickel_NameKey,Никелевая Руда
40_Mat_Ore_Nickel_DescKey,Никелевая Руда добытая в пещерах под землей. Она может быть переработана в Очищенный Никель.

40_Mat_Ore_NanoStone_004_NameKey,Черный НаноКамень
40_Mat_Ore_NanoStone_004_DescKey,Насыщено-чёрный камень, найденный в некоторых мутировавших существах. Его можно применять для создания Особых Модулей.

40_Mat_Ore_NanoStone_003_NameKey,Синий НаноКамень
40_Mat_Ore_NanoStone_003_DescKey,Тёмно-синий камень, найденный в некоторых мутировавших существах. Его можно применять для создания Нано Модулей.

40_Mat_Ore_NanoStone_002_NameKey,Жёлтый НаноКамень
40_Mat_Ore_NanoStone_002_DescKey,Светло-жёлтый камень, найденный в некоторых мутировавших существах. Его можно применять для создания Модулей Выживаемости.

40_Mat_Ore_NanoStone_001_NameKey,Красный НаноКамень
40_Mat_Ore_NanoStone_001_DescKey,Алый камень, найденный в некоторых мутировавших существах. Его можно применять для создания Модулей Физической Мощи.

40_Mat_Ore_Methane_NameKey,Метановая Руда
40_Mat_Ore_Methane_DescKey,Белая метановая руда добытая в пещерах под землей. Она может быть переработана в Очищенный Метан.

40_Mat_Ore_Lithium_NameKey,Литьевая Руда
40_Mat_Ore_Lithium_DescKey,Литьевая руда (или петалит) добытая в пещерах под землей. Она может быть переработана в Очищенный Литий.

40_Mat_Ore_Iron_NameKey,Железная Руда
40_Mat_Ore_Iron_DescKey,Железная руда добытая в пещерах под землей. Она может быть переработана в Очищенное Железо.

40_Mat_Ore_Glass_NameKey,Кремниевая Руда
40_Mat_Ore_Glass_DescKey,Осколки обоженного кварцевого песка добытой в пещерах под землей. Используется в Крафте.

40_Mat_Ore_Geode_Red_Scrap_NameKey,Красный Осколок
40_Mat_Ore_Geode_Red_Scrap_DescKey,Осколки багрово-красного кристалла, выпадающие из монстров. Можно продать за немалое количество Кредитов.

40_Mat_Ore_Geode_Red_NameKey,Красная Жеода
40_Mat_Ore_Geode_Red_DescKey,Великолепная красная жеода, идеально подходящая для коллекции Бретта. Можно продать за немалое количество Кредитов.

40_Mat_Ore_Geode_Purple_Scrap_NameKey,Фиолетовый Осколок
40_Mat_Ore_Geode_Purple_Scrap_DescKey,Осколки кристалла темно-фиолетового цвета, выпадающие из монстров. Могут быть проданы за немалое количество Кредитов.

40_Mat_Ore_Geode_Purple_NameKey,Фиолетовая Жеода
40_Mat_Ore_Geode_Purple_DescKey,Потрясающий фиолетовый геод, идеально подходящая для коллекции Бретта. Можно продать за немалое количество Кредитов.

40_Mat_Ore_Geode_Blue_Scrap_NameKey,Синий Осколок
40_Mat_Ore_Geode_Blue_Scrap_DescKey,Осколки голубого кристалла, выпадающие из монстров. Могут быть проданы за небольшое количество Кредитов. 

40_Mat_Ore_Geode_Blue_NameKey,Синия Жеода
40_Mat_Ore_Geode_Blue_DescKey,Красивая синия жеода, идеально подходящая для коллекции Бретта. Можно продать за небольшое количество Кредитов.

40_Mat_Ore_Copper_NameKey,Медная Руда
40_Mat_Ore_Copper_DescKey,Медная руда добытая в пещерах под землей. Она может быть переработана в Очищенную Медь.


#,[ Material ]
40_Mat_Material_Wood_NameKey,Деревянная Доска
40_Mat_Material_Wood_DescKey,До сих пор трудно поверить, что на Титане есть растения. Любая пригодная для использования древесина изготавливается из множества местных растений.

40_Mat_Material_Plastic_NameKey,Пластик
40_Mat_Material_Plastic_DescKey,Переработка и повторное использование становятся еще более важными, когда вы застряли на этой скале..

40_Mat_Material_Machine_NameKey,Механизмы
40_Mat_Material_Machine_DescKey,Эти механические части от сломанных машин могут быть переработаны в новые предметы.

40_Mat_Material_Fiber_NameKey,Ткань
40_Mat_Material_Fiber_DescKey,Обрывки ткани от старой одежды и тому подобное. Есть ли в лагере портной?

40_Mat_Material_Election_NameKey,Электроника
40_Mat_Material_Election_DescKey,Несколько отвалившихся деталей от сломанной электроники. Надеюсь, другие знают, как с ними работать.


#,[ Extract ]
40_Mat_Extract_Tissue_NameKey,Экстрак Из Тканей
40_Mat_Extract_Tissue_DescKey,Материал, добытый из тканей подземных существ. Может быть полезен для создания других предметов.

40_Mat_Extract_Poison_NameKey,Ядовитый Экстракт
40_Mat_Extract_Poison_DescKey,Токсичный раствор, добываемый из опасных монстров и ядовитых растений. Используется в производстве.

40_Mat_Extract_Osseous_NameKey,Костный Экстракт
40_Mat_Extract_Osseous_DescKey,Костный мозг из костей мутантов, который можно использовать для создания других предметов.

40_Mat_Extract_NanoCellulose_NameKey,Наноцеллюлоза
40_Mat_Extract_NanoCellulose_DescKey,"Добытый из переработанных растений, сумевших приспособиться к условиям Титана. С помощью технологий TECC его можно использовать для производства пластика."

40_Mat_Extract_Explosion_NameKey,Летучий Экстракт
40_Mat_Extract_Explosion_DescKey,Горючий порошок, добываемый из огненных монстров и растений. Используется в производстве. 

40_Mat_Extract_Blood_NameKey,Кровавый Экстракт
40_Mat_Extract_Blood_DescKey,Это вещество, добытое из крови монстра, может пригодиться для производства чего-то еще.

40_Mat_Extract_Acid_NameKey,Кислотный Экстракт
40_Mat_Extract_Acid_DescKey,Едкий экстракт, извлекаемый из некоторых монстров или кислотных растений. Используется в производстве.
