Language,Default
00_MeleeWp_01_OHM_03_Special_Whip_NameKey,Хлыст
00_MeleeWp_01_OHM_03_Special_Whip_DescKey,"Наступательное оружие, предназначенное для того, чтобы атаковать врагов издалека с впечатляющим ЗВУКОМ, разрывая их на части."

00_MeleeWp_01_OHM_03_Special_Nunchucks_NameKey,Нунчаки
00_MeleeWp_01_OHM_03_Special_Nunchucks_DescKey,Двумя короткими палками, соединенными цепью, можно нанести большой урон... Каждый из лучших в мире мастеров боевых искусств. подтвердит.

00_MeleeWp_01_OHM_03_Special_WolfsFang_NameKey,Волчий Клык
00_MeleeWp_01_OHM_03_Special_WolfsFang_DescKey,Этот никогда не тупящийся клинок был подарен Алексеем. Вырезанная на рукояти рычащая волчья голова отражает истинную сущность своего владельца.



#,[ 02-00. Two Hand Melee: Start ]
00_MeleeWp_02_THM_00_Start_ShabbyMob_NameKey,Облезлая Швабра
00_MeleeWp_02_THM_00_Start_ShabbyMob_DescKey,"Старая, потрепанная швабра. Ее древесина достаточно прочна, чтобы сражаться с ее помощью и убирать случайно пролитую жидкость."


#,[ 02-01. Two Hand Melee: Tier ]
00_MeleeWp_02_THM_01_Tier01_Axe_NameKey,Самодельный Топор
00_MeleeWp_02_THM_01_Tier01_Axe_DescKey,"Заостренный металл, крепко привязанный к палке. Немного грубовато, но должно сработать."

00_MeleeWp_02_THM_01_Tier01_Hammer_NameKey,Самодельный Молот
00_MeleeWp_02_THM_01_Tier01_Hammer_DescKey,"Большой камень, привязанный к палке. Невероятно, но камень не отрывается."

00_MeleeWp_02_THM_01_Tier02_Axe_NameKey,Топор для Рубки
00_MeleeWp_02_THM_01_Tier02_Axe_DescKey,"Стандартный топор для колки дров. Хоть он и не предназначен для боя, но все равно способен перерубить врагов."

00_MeleeWp_02_THM_01_Tier02_Hammer_NameKey,Молот
00_MeleeWp_02_THM_01_Tier02_Hammer_DescKey,Тупой кусок металла на увесистой рукояти. Может нанести урон, но лишен элегантности.

00_MeleeWp_02_THM_01_Tier02_A_Axe_NameKey,Трупный Топор
00_MeleeWp_02_THM_01_Tier02_A_Axe_DescKey,Топор, сделанный из заточенных костей подземных монстров. Пожар тушить огнём.

00_MeleeWp_02_THM_01_Tier02_A_Hammer_NameKey,Трупный Молот
00_MeleeWp_02_THM_01_Tier02_A_Hammer_DescKey,Молот, сделанный из твердых костей подземных монстров. Смогут ли они выдержать удар куском себя?

00_MeleeWp_02_THM_01_Tier03_Axe_NameKey,Острый Топор
00_MeleeWp_02_THM_01_Tier03_Axe_DescKey,Хорошо сбалансированный топор, готовый рубить врагов в сражениях. Джудит действительно превзошла себя, создавая этот топор.

00_MeleeWp_02_THM_01_Tier03_Hammer_NameKey,Боевой Молот
00_MeleeWp_02_THM_01_Tier03_Hammer_DescKey,"Боевой молот с приплюснутой головой, потому что физика. Он создан для битв, и вы будете выглядеть круто, орудуя им."

00_MeleeWp_02_THM_01_Tier04_Axe_NameKey,Экспериментальный Топор
00_MeleeWp_02_THM_01_Tier04_Axe_DescKey,"Джудит оснастила этот топор дополнительной кинетической энергией, чтобы увеличить его рубящую способность. Однако эта дополнительная энергия заставляет его как ему вздумается."

00_MeleeWp_02_THM_01_Tier04_Hammer_NameKey,Экспериментальный Молот
00_MeleeWp_02_THM_01_Tier04_Hammer_DescKey,"Джудит настаивает на этом экспериментальном молоте, в котором уникальным образом смешаны магия и наука. Он странный, но отлично справляется со своей задачей - ранить врагов."

00_MeleeWp_02_THM_01_Tier05_Axe_NameKey,Супер Резка Располовиниловка Всего
00_MeleeWp_02_THM_01_Tier05_Axe_DescKey,"Этот топор был создан с применением высокотехнологичной бессмыслицы, но он способен разрубить все прямо пополам. Быстро заканчивайте сражения, целясь в суставы и жизненно важные места. Достаточно сказано."

00_MeleeWp_02_THM_01_Tier05_Hammer_NameKey,Тяжелый и Мощный Молот Увечий
00_MeleeWp_02_THM_01_Tier05_Hammer_DescKey,Этот молот использует магию науки и физики для уничтожения бронированных противников. Джудит совершила с ним чудо.


#,[ 02-02. Two Hand Melee: Side ]
00_MeleeWp_02_THM_02_Side_RustyLongPipe_NameKey,Ржавая Труба
00_MeleeWp_02_THM_02_Side_RustyLongPipe_DescKey,"Длинный кусок тяжелой, проржавевшей трубы, для правильного обращения с которой требуется дополнительная усилие."

00_MeleeWp_02_THM_02_Side_MakeShiftFellingAxe_NameKey,Топор Лесоруба
00_MeleeWp_02_THM_02_Side_MakeShiftFellingAxe_DescKey,"Это большой двуручный топор, которым можно рубить деревья, но в лагере Гюйген его используют для того, чтобы рубить другие вещи."

00_MeleeWp_02_THM_02_Side_Barbell_NameKey,Штанга
00_MeleeWp_02_THM_02_Side_Barbell_DescKey,"Чтобы орудовать им, понадобятся обе руки, но этого оружия, найденного в тренажерном зале, достаточно, чтобы сокрушить любого врага на вашем пути. "

00_MeleeWp_02_THM_02_Side_Riotrod_Twohand_NameKey,Бунтарский жезл (Длинный)
00_MeleeWp_02_THM_02_Side_Riotrod_Twohand_DescKey,"Когда заключенные совсем выходят из себя, охранники достают большие пушки... или, по крайней мере, эти длинные жезлы. Начинаем избиение!"

00_MeleeWp_02_THM_02_Side_PipeWrench_NameKey,Газовый Ключ
00_MeleeWp_02_THM_02_Side_PipeWrench_DescKey,Газовый ключ - редкий инструмент, одинаково хорошо подходящий как для строительства, так и для разрушения. Он тяжелый и наверняка выбьет зубы какому-нибудь монстру.

00_MeleeWp_02_THM_02_Side_FireAxe_001_NameKey,Пожарный Топор
00_MeleeWp_02_THM_02_Side_FireAxe_001_DescKey,"Стандартный пожарный топор используется для прорубания дверей и обломков. Конечно, в качестве оружия можно найти и более интересное применение."

00_MeleeWp_02_THM_02_Side_Sledgehammer_001_NameKey,Кувалда
00_MeleeWp_02_THM_02_Side_Sledgehammer_001_DescKey,"Для правильного обращения с этой тяжелой кувалдой требуется вся ваша сила, но с разрушительными последствиями не поспоришь."

00_MeleeWp_02_THM_02_Side_Golf_Club_001_NameKey,9 Айрон
00_MeleeWp_02_THM_02_Side_Golf_Club_001_DescKey,Вы выбрали идеальную клюшку для гольфа, чтобы сделать лунку в голове вашего врага. Четыре!

00_MeleeWp_02_THM_02_Side_Cue_Stick_001_NameKey,Бильярдный Кий
00_MeleeWp_02_THM_02_Side_Cue_Stick_001_DescKey,"Закрутите его и сбейте цель с толку тяжелым концом или уколите врагов острым концом. Разве это не кладезь веселья?"

00_MeleeWp_02_THM_02_Side_Rake_001_NameKey,Садовые Грабли
00_MeleeWp_02_THM_02_Side_Rake_001_DescKey,Металлические грабли с ручкой, достаточно прочной, чтобы блокировать удары, и зубьями (шипами) на конце, пригодными для пролития крови. 

00_MeleeWp_02_THM_02_Side_HockeyStick_001_NameKey,Хоккейная Клюшка
00_MeleeWp_02_THM_02_Side_HockeyStick_001_DescKey,"Эта длинная палка с изгибом на конце известна тем, что бьет по твердым предметам и не ломается. С другой стороны, цель..."

00_MeleeWp_02_THM_02_Side_Baseball_bat_001_NameKey,Бейсбольная Бита
00_MeleeWp_02_THM_02_Side_Baseball_bat_001_DescKey,"Хорошо сбалансированная бита для бейсбола - это еще и отличное оружие для того, чтобы разбивать предметы и наносить увечья. Взмах биты!"

00_MeleeWp_02_THM_02_Side_Crutches_001_NameKey,Костыль
00_MeleeWp_02_THM_02_Side_Crutches_001_DescKey,"Прочные металлические костыли помогут вам ходить и станут хорошим оружием в случае необходимости. Только не знаю, где еще один."


#,[ 02-03. Two Hand Melee: Special ]
00_MeleeWp_02_THM_03_Special_Katana_NameKey,Масамунэ
00_MeleeWp_02_THM_03_Special_Katana_DescKey,"Катана, изготовленная из лучшей стали, Масамунэ режет по-настоящему и не имеет себе равных. Она способна одновременно поразить нескольких ближайших врагов. "

00_MeleeWp_02_THM_03_Special_Spear_NameKey,Гунгнир
00_MeleeWp_02_THM_03_Special_Spear_DescKey,Это оружие вдохновлено легендарным копьем, которым владел Один из норвежской мифологии. Гунгнир управляется как самое совершенное копье и может поражать до двух целей одновременно.

00_MeleeWp_02_THM_03_Special_GlassSword_NameKey,Стеклянный Меч
00_MeleeWp_02_THM_03_Special_GlassSword_DescKey,Невероятно острый и прочный клинок, созданный для использования в бою. Последнее, что увидит ваш враг перед смертью, - его собственное отражение. 

00_MeleeWp_02_THM_03_Special_GrabArm_NameKey,Рука Хваталка
00_MeleeWp_02_THM_03_Special_GrabArm_DescKey,"Нужна рука? Эта сверхпрочная механическая рука способна нанести ощутимый удар! Враги могут попытаться убежать, но далеко они не уйдут. "

00_MeleeWp_02_THM_03_Special_Chainsaw_NameKey,Бензопила
00_MeleeWp_02_THM_03_Special_Chainsaw_DescKey,"Врум-врум* Несмотря на свою громоздкость, бензопила оказалась полезной для убийства самых крутых монстров. Расправьтесь с врагами в мгновение ока!"



#,[ 03-00. Shield: Start ]
00_MeleeWp_03_Shield_00_Start_Shield_NameKey,Крепкий щит
00_MeleeWp_03_Shield_00_Start_Shield_DescKey,"По сути, это просто доска из крепкого дерева. "


#,[ 03-01. Shield: Tier ]
00_MeleeWp_03_Shield_01_Tier01_Shield_NameKey,Шаткий Щит
00_MeleeWp_03_Shield_01_Tier01_Shield_DescKey,Дряхлая деревянная доска с несколькими металлическими листами и ручкой. Она все еще хорошо держится.

00_MeleeWp_03_Shield_01_Tier02_Shield_NameKey,Обычный Щит
00_MeleeWp_03_Shield_01_Tier02_Shield_DescKey,Этот переделанный металлический лист должен блокировать большинство ударов, не разваливаясь на части. Возможно.

00_MeleeWp_03_Shield_01_Tier02_A_Shield_NameKey,Трупный Щит
00_MeleeWp_03_Shield_01_Tier02_A_Shield_DescKey,Щит из костей и кожи мутантов. Неудивительно, что их так трудно убить.

00_MeleeWp_03_Shield_01_Tier03_Shield_NameKey,Крепкий Щит
00_MeleeWp_03_Shield_01_Tier03_Shield_DescKey,"Более высокий и прочный щит, напоминающий щит  омоновцев и, вероятно, такой же непробиваемый."

00_MeleeWp_03_Shield_01_Tier04_Shield_NameKey,Экспериментальный Щит
00_MeleeWp_03_Shield_01_Tier04_Shield_DescKey,Тяжелый щит с экспериментальными слоями от Джудит, которые должны сделать его еще более прочным. Будем надеяться, что она права.

00_MeleeWp_03_Shield_01_Tier05_Shield_NameKey,Невероятно Прочный Щит Легендарной Живучести
00_MeleeWp_03_Shield_01_Tier05_Shield_DescKey,Сверхпрочный щит, который удивительно удобно держать одной рукой. Он способен остановить практически любую атаку.
