Language,Default
Obj_DoorTerminal_B05C01_Main_Player_04,What do you mean?
Obj_DoorTerminal_B05C01_Main_AI_05,"Previously, the consoles would need to be activated within 2 seconds of each other, ensuring the double security protocol stayed intact. "
Obj_DoorTerminal_B05C01_Main_AI_06,"That window has now been extended to 12 seconds, however. "
Obj_DoorTerminal_B05C01_Main_Player_07,"So, if I can make it to the other console quickly enough, I can deactivate security alone?"
Obj_DoorTerminal_B05C01_Main_AI_08,"Yes, {PlayerFullName}. Every second counts, as there are many obstacles."
Obj_DoorTerminal_B05C01_Main_Player_09,Not for long.
Obj_DoorTerminal_B05C01_Sub,Welcome to the Control Center Lab Security Console #2.
#,Choice at Terminal
Obj_DoorTerminal_B05C01_Main_Choice,What would you like to do?
#,Don't touch anything general choice
Obj_DoorTerminal_B05C01_NoTouch,Don't touch anything.
#,Attempt to deactivate security control.
Obj_DoorTerminal_B05C01_Choice_Deactivate,Deactivate Security (Start Countdown).
#,When main terminal is used to deactivate security
Obj_DoorTerminal_B05C01_Main_Reset_01,ERROR... Awaiting Console #2 Deactivation.\nSecurity will Reactivate automatically if not complete.\nThank you.
#,When sub terminal is used to deactivate security
Obj_DoorTerminal_B05C01_Sub_Reset_01,Please initiate Deactivation process using Console #1.\nThank you.
#,If terminals are accessed while deactivation protocal is running.
Obj_DoorTerminal_B05C01_Sub_Running_01,Awaiting Console #2 Deactivation.\nDeactivation will be canceled in... ERROR... Seconds.\nThank you.
#,Success
Obj_DoorTerminal_B05C01_Success_01,Security Deactivated.\nHave a nice day.
#,Fail
Obj_DoorTerminal_B05C01_Fail_01,Security Reactivated.\nPlease try again.
#,When accessing the terminals after successfully deactivating control.
Obj_DoorTerminal_B05C01_Repeat_01,Security Deactivated.\nPlease see Security Officer Cezar Vero for Reactivation.
#,This particular grave is found in the underground semmetry. And it should reveal hints on how to find the secret item (Comic Book 3)
#,The hints leads player to the secret digout to get the comic
Object_Basement_Grave_002_05_Nar_01,This grave seems to belong to Yuuma Ishii.
Object_Basement_Grave_002_05_Nar_02,"(There is writing on a cloth wrapped around the cross: 'Farewell, my precious. I will see you again in six winters and four sunsets.')"
Object_Basement_Grave_002_05_Nar_03,"(It's a beautiful sentiment, but it also feels like a riddle.)"
#,Extra text if they access it 3 times. Just in case they don't catch he subtlety of the first hint.
Object_Basement_Grave_002_05_Nar_04,"(Upon further inspection, you find a code carved into the base of the cross: 6 N 4 W. Fascinating.)"
#,Belongs to Tala Baccay
Object_Basement_Grave_001_01_Nar_01,This grave seems to belong to Tala Baccay.
#,Belongs to Dhia Chung
Object_Basement_Grave_001_02_Nar_01,This grave seems to belong to Dhia Chung.
#,Belongs to Solongo Lkhagvasuren
Object_Basement_Grave_001_03_Nar_01,This grave seems to belong to Solongo Lkhagvasuren.
#,Belongs to Gemi Sinaga
Object_Basement_Grave_001_04_Nar_01,This grave seems to belong to Gemi Sinaga.
#,Belongs to Olu Iwara
Object_Basement_Grave_001_05_Nar_01,This grave seems to belong to Olu Iwara.
#,Belongs to Stanimir Kolesnik
Object_Basement_Grave_001_06_Nar_01,This grave seems to belong to Stanimir Kolesnik.
#,Takes the idtag from the cross.
Object_Grave_TakeIdTag_01,You take the ID Tag hanging on the grave.
#,Second Generation Grave Individuals
Object_Basement_Grave_002_01_Nar_01,This grave seems to belong to Justin Lee.
Object_Basement_Grave_002_02_Nar_01,This grave seems to belong to Christine Velez.
Object_Basement_Grave_002_03_Nar_01,This grave seems to belong to Zoe Hau.
Object_Basement_Grave_002_04_Nar_01,This grave seems to belong to Eddson Alabassi.
#,Ursula Quest requires player to get the Titan flower. But player needs password in order to get into the lab which has the flower. This is dialogue style text that plays when accessing terminal by the lab door.
#,----------------------
#,The initial terminal welcome text.
Obj_DoorTerminal_B10R01_Main,Restricted Area.\nPlease enter password to unlock.
#,Terminal player selection-01
Obj_DoorTerminal_B10R01_Main_S01,(Enter password.)
#,----------------------
#,Showing entered password. Entered 0 characters.
Obj_DoorTerminal_B10R01_Step_01,Enter password: ____
#,Showing entered password. Entered 1 characters.
Obj_DoorTerminal_B10R01_Step_02,Enter password: {6c09be0e-417c-4ef6-9932-b8ef833b6b2e}___
#,Showing entered password. Entered 2 characters.
Obj_DoorTerminal_B10R01_Step_03,Enter password: {6c09be0e-417c-4ef6-9932-b8ef833b6b2e}__
#,Showing entered password. Entered 3 characters.
Obj_DoorTerminal_B10R01_Step_04,Enter password: {6c09be0e-417c-4ef6-9932-b8ef833b6b2e}_
#,Showing entered password. Entered 4 characters.
Obj_DoorTerminal_B10R01_Step_05,Enter password: {6c09be0e-417c-4ef6-9932-b8ef833b6b2e}
#,Password enter selection. 00-03
Obj_DoorTerminal_Password_Input_00,Type {fe5000b4-de22-4972-97e4-597b585b0cea} as first password digit.
Obj_DoorTerminal_Password_Input_01,Type {33e5f78a-069e-4ab8-b84a-17a7ad1b9df6} as second password digit.
Obj_DoorTerminal_Password_Input_02,Type {651322e7-d7fd-4378-9192-9c06ab9df02b} as third password digit.
Obj_DoorTerminal_Password_Input_03,Type {82de7bf3-f5ef-4a12-9a19-73a79a100763} as fourth password digit.
#,----------------------
#,[Password Result]
#,Success
Obj_DoorTerminal_B10R01_Result_Seccess,"Access Granted. Welcome, Dr. Richards. "
#,Failed
Obj_DoorTerminal_B10R01_Result_Fail,Password Incorrect. Access Denied.
#,------------------
#,"After opening door, briefly describe the moment. Player still does not know what is inside yet."
Obj_DoorTerminal_B10R01_Result,"(The heavy vault doors creak open, seemingly for the first time in ages. A gust of sweet smelling air surrounds you, beckoning you to enter.)"
#,When player interacts with Titan flower. This dialogue will trigger
#,We want to make so that the the tree is mysterious and beautiful. Scientists would probably been studying this awesomness.
#,Titan flower is regenerative resource in the game so the actual flower which spawns the flower are scattered around the tree.
#,"When interacting with tree, we can make the flower to start being available. The flower units would rise up from the ground, maybe connected from its roots?"
Obj_TitanTree_Nar_01,"(Walking into the restricted area, it is apparent that it was tightly sealed away from the rest of the underground. At the center of the lab is a tall, majestic tree. A colorful flower gloriously blooms before your eyes, drawing you to approach the Titan Tree. The air sparkles from floating spores that give it a magical aura.)"
Obj_TitanTree_Player_02,It's... so... beautiful.
Obj_TitanTree_AI_03,"{PlayerFullName}, I'm reading a change in your adrenaline. We should limit our exposure to this area."
Obj_TitanTree_Player_04,But this is it... The Titan Tree.
Obj_TitanTree_AI_05,The Titan Flower is our objective. We should collect one and return to camp.
Obj_TitanTree_Nar_06,"(You approach the Titan Tree and pluck a flower from its base. Within seconds, a new flower bud grows but doesn't bloom.) "
Obj_TitanTree_Player_07,Would you look at that?
Obj_TitanTree_AI_08,"The Titan Tree's physiology allows for rapid growth. If this flower is useful beyond acting as a memento for Ursula, having a regenerative resource could be helpful. "
Obj_TitanTree_Player_09,Noted.
Obj_TitanTree_Nar_10,"(After gawking at the Titan Flower, you suddenly remember you're in the middle of a research lab. The research equipment lining the walls is untouched by the mine contamination. Instead, they look like they're damaged manually.)"
Obj_TitanTree_Player_11,"Someone wanted to keep this thing a secret. A hidden chamber, hard-to-find passcode, and destruction of all the research data on the way out? What the hell is this thing, really? "
Obj_TitanTree_AI_12,Scanning...
Obj_TitanTree_Nar_13,(...)
Obj_TitanTree_AI_14,"I'm sorry. The data is either heavily damaged or purposefully corrupted, even beyond Pierre's ability to recover. "
Obj_TitanTree_Player_15,"Let's get this flower back to camp, then. We could do some research of our own. "
Obj_TitanTree_AI_16,Agreed.
#,When player leaves the chamber
Obj_TitanTree_Nar_17,"(As you leave the lab, something pulls at you. Looking back at the Titan Tree, you know you'll be back to see it again very soon. Unintelligible whispers echo in your mind as you leave.)"
