Language,Default
Act01_MQ_01_11_Ida,Перво-наперво. Моторные функции тела должны быть востановлены после электро стимуляции. Пожалуйста покажите как вы двигайтесь. Нам нужно собрать начальные биометрические данные чтобы продолжить.

#,Screen effect output where the player feels pain.
Act01_MQ_01_12_Narration,"(Вы слегка шевелите большим пальцем правой ноги, вызывая улыбка как и у вас так и у доктора. Однако, когда пытаетесь сделать больше, ваше тело начало разрываться от боли.)"
Act01_MQ_01_13_P,...Болит слишком сильно.
Act01_MQ_01_14_Narration,"(Боль усиливается как ваше тело охватывет настоящая агония. Ваше ново-приобретённое зрение размывается, и реальность становится туманее с каждой минутой.)"

#,Ida was panicking and looking left and right.
Act01_MQ_01_15_Narration,"(Выражение лица Доктор Шахани становится напуганым, хотя она остается спокойной несмотря на происходящие. Когда она оступила, звук её шагов стал меркнуть когда ваши чувства захлестнуло всё нарастающие серцебиение.)"
Act01_MQ_01_16_Ida,Иско?! ИСКО!! Быстрее сюда!

#,"Isko enters the room, and the screen effect output where the player feels pain."
#,"After the last line, fades out."
Act01_MQ_01_17_Narration,"(Другая фигура вбежала в клинику, но мурашки по коже и подскачивший уровень адреналина сделал сложными сосредоточение на них. Она выглядит такой же встревоженной как и доктор.)"
Act01_MQ_01_18_Narration,"(Ваше зрение покраснело как раз перед тем, как все вокруг потемнело. Внезапно, вы вернулись к знакомому темному ничто.)"
Act01_MQ_01_19_Ida,"Подай диазепам, СЕЙЧАС! Нам нужно остановить конвульсии!"
Act01_MQ_01_20_Isko,Его жизненые показатели на грани критических. Нужно ли нам тратить припасы чтобы спасти одного пациента?
Act01_MQ_01_21_Ida,Я не могу потерять его! Это может быть ключом ко всему!

#,scene fade in
#,Player wakes up and talks to Aida. (The story of the player's discovered device and memories.)
Act01_MQ_01_23_Narration,"(Медленно открывая глаза, вы увидели Доктор Шахани наблюдающую за вами. Ваше сердцебиение замедлилось, но ваша кровь чувствуется энергично, почти отдохнувшей.)"
Act01_MQ_01_24_Ida,"Добро пожаловать обратно. Мы уже думали что потеряли тебя, но вы внезапно востановились какой не была бы причина повлиявшей на это. Это было... слишком близко Иско?"
Act01_MQ_01_25_Isko,"Состояние стабильное, Ида."
Act01_MQ_01_26_Ida,Хорошо. Сейчас... не могли бы вы подвигаться для меня еще раз?
Act01_MQ_01_27_Narration,"(Не время для любезностей. В этот раз вы подвигали двумя пальцами, и заметное отсутствие боли дало облегчение.)"
Act01_MQ_01_28_P,"Едва ли. Я слишком слаб, но в этот раз хотябы без боли."
Act01_MQ_01_29_Ida,"Хорошо. Прогрес есть прогрес, а отсутствие боли - это положительный показатель. А теперь... помните как оказались в стазисе? Любая информация может понять как это произошло."
Act01_MQ_01_30_P,"Я... не могу вспомнить. Я знаю что меня зовут {PlayerFullName}, но кроме этого, всё немного в тумане."
Act01_MQ_01_31_Ida,"Что ж, {PlayerFullName}, вы были помешенны в криостазиз в обход стандартных протоколов. Ваше тело не было предварительно охлаждено, и это только для начала. Я думаю что случилось чрезвычайная ситуация что вынудила войти вас в стазис. Я права?"
Act01_MQ_01_32_Narration,(Вы рефлекторно пожали плечи. И ещё один шажок.)
Act01_MQ_01_33_Ida,"Ваша капсула обозначена как собственость поселения Лагеря Хайген , но журналы и метаданные были слишком повреждены для востановления. Благодаря Иско, нам удалось подключить наши системы несмотря на устаревшие технологии. Это могло быть причиной вашего "тяжелого" пробуждения. Но ваше время в стазисе, ваш TECC уровень допуска, всё это остаётся загадкой."
Act01_MQ_01_35_Ida,"Выражаясь простым языком, всё здесь часть второй шахтёрской операции TECC. Все из первого поселения были обьявлены провашими без вести около семи лет назад, включая вас. И с точки зрения--"
Act01_MQ_01_36_Narration,"(Страх наполнил ваш разум когда голос Доктора Шахани стих. Имена, лица, и всё о твоём прошлом ускользает от тебя.)"
Act01_MQ_01_38_Narration,"(У вас есть смутные воспоминания о присоединении к TECC и прибытии на Титан, но это ничего не проясняет. Вы быстро опомнились...)"
Act01_MQ_01_39_Ida,"--и в влюбом случае, ваш разум это загадка, которую мы надеемся решить вместе. Толко тогда мы сможем понять что-же с вами делать. И по мере того, как исцеляется разум, ваше тело будет следовать за ним."

#,starting the story about Omniscope.
Act01_MQ_01_40_Ida,"На сейчас, мы сфокусируемся на решение проблем. Каждый занимается своим делом здесь, так что ещё одна пара рук будет х. Давай поднимем тебя и передвинем."
Act01_MQ_01_41_Isko,"Время в криостазисе повредило твой Омнископ, и без него здесь ты будешь бродить в слепую. Нам нужно снова включить его."
Act01_MQ_01_43_Ida,"Во время начального обследования, мы попытались включить его, но изза повреждения он згорел. К счатью, Иско и я смогли извлечь его прежде чем он смог как то навредить."
Act01_MQ_01_44_P,Вау! Спасибо вам.
Act01_MQ_01_45_Ida,"Нет нужды для благодарности. Твоё спасениие не совсем бескорыстно. Твоё выживание важно для нас самих, в конце концов."
Act01_MQ_01_46_Isko,"Точно! Хорошо, и так, мы заменили большую часть начинки контролера Омнископа для совместимость с нашими системами. Возможно, мы даже сможем обновить его позже, но мы ограничены тем что есть в у нас клинике."
Act01_MQ_01_47_Ida,Ты помнишь как его использовать?
Act01_MQ_01_48_P,"Основы, конечно."
Act01_MQ_01_49_Narration,"(В Омнископ мультифункционален, встроенное информационное устройство, состоящее из беспроводных линз, вставляемых в глаза хирургическим путем, и удаленно подключаемого модуля искусственного интеллекта. Его можно использовать для связи, отображения карт или анализа объектов.)"

#,Ida looks at Isko
Act01_MQ_01_50_Ida,"Еще один хороший знак, твоя память возращается. Иско, подай мне контролер."

#,Isko moves in front of Aida.
Act01_MQ_01_51_Isko,"Конечно, Ида."

#,Ida looks at the player again to install the omniscope.
Act01_MQ_01_52_Narration,"(Несмотря на ее нетрадиционное обращение с пациентами, вы чувствуете себя в безопасности под присмотром доктора Шахани и ждете анестезии для имплантации омнископа. Она не сводила с вас глаз, в то же время мастерски настраивая контролер как настоящий эксперт.)"
Act01_MQ_01_53_Ida,"Я знаю, что ты сейчас не можешь пошевелиться, но просто как предупреждение... не дёргаися."
Act01_MQ_01_54_Narration,"(Удивительным образом, вы почувствовали руку под своим черепом, в то время как Доктор Шахани начала имплантация без обезболивающих. Вы вздрогнули когда тонкий предмет выскользнул из вашей глазницы. Ида ввела другой сразу же, и оно быстро погрузилось в твой череп. Вы сдерживаите ваш крик, так как это ничто по сравнению с пережитым вами ранее.)"
Act01_MQ_01_55_Narration,"(Ваше зрение вскоре было аугментировано ващим новым Омнископом, наложение жизненых показателей над всем что вы видете. Видимому тексту понадобилось время чтобы прийти в норму, в то время когда мозг переводил поток данных на понятный вам язык.)"
Act01_MQ_01_56_Isko,"Я знаю что это вызывает дискомфорт, но обновление системы почти завершено."

#,"Omniscope is installed, and Omniscope Hud UI is displayed on the screen."
#,All lines are finished and the production ends. Players can now move around the room.
Act01_MQ_01_57_AI,Омнископ ID 24601. Запуск Загрузочной Последовательности...
Act01_MQ_01_58_AI,"Привет. Я Кассини, ИИ ассистент подключеный к твоему Омниспоку ID 24601."
Act01_MQ_01_59_AI,Ошибка памяти обнаружена. Попытка востановления.
Act01_MQ_01_60_Narration,(...)
Act01_MQ_01_61_Narration,(...)
Act01_MQ_01_63_Tutorial_Omniscope_01,Память Омнископа востановлена. Пожалуйста проверти работу Омнископа нажав клавишу <color=#FFA500>[Tab]</color>.
Act01_MQ_01_64_Ida,Isko?
Act01_MQ_01_65_Isko,Омнископ работает с 89% процентной синхронизацией.
Act01_MQ_01_66_Ida,"Хорошо, хорошо. Я попрошу Иско проверить её во время следующего осмотра"
Act01_MQ_01_67_Isko,Приму к сведению. Скоро мы приведём тебя в форму.

Act01_MQ_01_68_Ida,"Но сейчас то тебе стало лучше, неправдо ли? Твой Омнископ также подключен к твоей биоэлектриической системой,так что тебе должно быть легче двигаться. Так что давай. Вставай пожалуйста."
Act01_MQ_01_69_Player,(Пора вставать с кровати.)

#,"When you try to leave the operating room, an event occurs and you encounter Aida and Isco outside."
Act01_MQ01_70_Nar,(Вы застали Иду в тот момент, когда она просматривала длинный список дел с Иско. Они оба заметили вас...)

#,Aida checks the status of the player who left the room.
Act01_MQ01_71_Ida,"Твой руки и ноги в порядке, и не выгдялишь будто бы у тебя что-то болит. Замечательно!"

#,"Aida looks at the box behind the tent, then looks at the player again."
Act01_MQ01_72_Ida,"Ты найдешь <color=#FFFF00>сменную одежду в ящике за мониторами</color>. Когда закончишь, Мне есть о чём поговорить с тобой."
