Language,Default
Side_Q_BringingJustice_Nar_41,"(You insert the Omniscope extraction tool, similar to a corkscrew, into Rodrigo's skull. A motorized rotation mixes the unpleasant sounds of machine scratches and squishing viscera during the process.)"
Side_Q_BringingJustice_Nar_42,"(A light on the extraction tool lights up green, indicating the Omniscope has been collected.)"
Side_Q_BringingJustice_Nar_43,"(You receive '<color=#66FFCC>Rodrigo's Omniscope</color>'.)"

#,When player returns to Dalton with Rodrigo's Omniscope.
#,We should figure out how many Turns it takes for getting the information from the Omniscope 
Side_Q_BringingJustice_Player_44,"I'm back, and I have the Omniscope. "
Side_Q_BringingJustice_Dalton_45,"Good, I'll take that and start scrubbing the data. I'll let you know when we have something. "
Side_Q_BringingJustice_AI_46,"Since this will take some time, I suggest we can take care of other tasks until Dalton signals us. "

#,After X turns pass and Rodrigo's omniscope has been examined
Side_Q_BringingJustice_AI_47,"Incoming message from Dalton, {PlayerFullName}."
Side_Q_BringingJustice_Dalton_48,We've found something! Come see me to move forward.\nDalton Wells.

#,Returning to Dalton after Rodrigo's body was inspected
Side_Q_BringingJustice_Dalton_49_01,"About Rodrigo..."
Side_Q_BringingJustice_Dalton_49,"Thanks for coming so quickly. Pierre helped me scrub through Rodrigo's Omniscope data, and we've confirmed Tau is indeed behind this murder. "
Side_Q_BringingJustice_Player_50,How did you link him to it?
Side_Q_BringingJustice_Dalton_51,"It was obvious that someone tampered with Rodrigo's Omniscope after his death, so the video was useless. We were able to piece together the audio, though, and there was a perfect match to Tau's voice threatening him just before he died."
Side_Q_BringingJustice_Dalton_52,"Of course, a partial audio file isn't enough, so I also followed up on the handheld mining laser that killed him. Did you know that most operations have at least five of these devices on site? "
Side_Q_BringingJustice_Dalton_53,"Camp Huygen has never been well-funded though, so I asked around and it turns out there's only one of these lasers on Titan."
Side_Q_BringingJustice_Dalton_54,And Tau never lets it out of his sight. 
Side_Q_BringingJustice_Player_55,"So we have an audio recording and proof that he's the only one with a weapon capable of causing Rodrigo's wound? That is some clever detective work, Dalton!"
Side_Q_BringingJustice_Dalton_56,Thanks... and now we can nail him with this evidence.

#,Player choice to go after Tau
Side_Q_BringingJustice_Dalton_57,Ready to go after Tau?
Side_Q_BringingJustice_S01,Let's get him!
Side_Q_BringingJustice_S02,I'm not ready yet. 

#,Player chooses 'I'm not ready yet.'
Side_Q_BringingJustice_S02_Player_01,I'll be back when I'm better prepped.
Side_Q_BringingJustice_S02_Dalton_02,Just let me know when you're ready. 

#,When player interacts with Tau - this overrides Basic_Tau dialogue
#,"If player only presented Stolen Credit Ledger, Dalton joins battle with Tau (Dalton is 5th strongest guard)"
#,"If player presented Stolen Credit Ledger and inspected Rodrigo's body, Dalton and Vinh join the battle (Vinh is the strongest security guard). "
#,"If player presented Tau's Secret Ledger and retrieved Rodrigo's body, Dalton and Claudia join the battle (Claudia is the second strongest guard)"
#,"If player had no ledger, but did retrieve Rodrigo's body, Dalton and Brett join the battle (Brett is third strongest)"
#,"If player completed Nina's sidequest'A Night to Remember' with a positive outcome, Nina also joins battle. (Nina is 4th strongest guard)"
Side_Q_BringingJustice_S01_Dalton_01,"Tau Mogorosi, you are under arrest for crimes against Camp Huygen."
Side_Q_BringingJustice_S01_Tau_02,"There's no way you got anything on me, so I'm not going anywhere. "
Side_Q_BringingJustice_S01_Player_03,"I figured you out, and we have the evidence to put you away, Tau."
Side_Q_BringingJustice_S01_Dalton_04,"You had to know it would eventually catch up with you. Now come peacefully, or we'll have to use force."
Side_Q_BringingJustice_S01_Tau_05,"None of you know my life, or what I have gone through. I can't let you stop me!"
Side_Q_BringingJustice_S01_Nar_06,"(Tau sprints away as fast as he can, and your group chases after him.)"

#,"Fade in to the mine entrance, the location of the last major camp battle. Tau runs to the elevator shaft and turns around, making it look like a dead end... but it's actually a trap.  "
#,"When it's time to confront Tau, the player finds out just how tough he is (very tough) - he has strong protective gear and his handheld mining laser which is very deadly. In addition to turrests"
Side_Q_BringingJustice_S01_Player_07,"There's nowhere left to run, Tau! This is a dead end!"
Side_Q_BringingJustice_S01_Nar_08,(Tau takes out a device and smirks as he presses a button on it. Turrets around the vicinity turn around and point their barrels at your group.)
Side_Q_BringingJustice_S01_Tau_09,"I had these turrets installed just in case the monsters came back, but I guess I gotta use them on you instead. I ain't going down without a fight."
Side_Q_BringingJustice_S01_Nar_10,"(He pulls a handheld mining laser from his bag and powers it up. That gun looks dangerous, and Tau is now the most dangerous man in the room.)"

#,"When Tau takes his final hit, fade out, the security team surround Tau and haul him off."
#,Tau's final words when he is down on the floor
Side_Q_BringingJustice_S01_Tau_11,"I'm down now, but you've started a war, and trust me... you don't want to go to war with me. Even if I don't win... I'll make sure you lose. "

#,Dalton and the player have final dialogue.
Side_Q_BringingJustice_S01_Dalton_11,"That was intense. Thank you so much for your assistance in pinning Tau down. Without you, he'd still be a menace to camp. "
Side_Q_BringingJustice_S01_Player_12,You're very welcome. What happens now?
Side_Q_BringingJustice_S01_Dalton_13,"It'll take some time to interrogate Tau. Maybe we can pin down his motive, or get him to admit to other crimes. The important thing is that he's in custody now, and the turrets he controlled have been decommissioned. "
Side_Q_BringingJustice_S01_Dalton_14,Don't worry... I'll make sure justice is served. 
Side_Q_BringingJustice_S01_Player_15,"I trust that you will, Dalton. "
Side_Q_BringingJustice_S01_Dalton_16,"Before you go, I want you to have these credits and my favorite rifle. It'll help you survive in the mines. Take care."
Side_Q_BringingJustice_S01_Nar_17,"(You receive '<color=#66FFCC>Rifle of Justice</color>'.)"

#,If player speaks with Tau after completing this quest
#,Replaces Basic_Tau permanently
Side_Q_BringingJustice_S01_Tau_18,Go ahead and gawk now. I'm just counting the minutes until I get my revenge.

#,If player interacts with Rodrigo's body before omniscope quest was activated
Side_Q_BringingJustice_Rodrigo_Nar_01,(You see a dead body with a large hole in the back.)

#,If player interacts with Rodrigo's body after omniscope quest was activated
Side_Q_BringingJustice_Rodrigo_Nar_02,(You have returned to poor Rodrigo's body)
