Language,Default
Side_Q_GuidedMetitation_Q3_S04_Player_01,"There is beauty in almost every action Pierre has taken, because he truly believe the people of Camp Huygen to be family. It means a lot to have that connection without conditions. "

Side_Q_GuidedMetitation_Q3_S0104_01_Nar_02,"(Flashes of color dance behind your eyelids, amusing your senses)"

Side_Q_GuidedMetitation_Wirat_28,"And with beauty comes love, from love comes kindness. It is a conscious choice to open our hearts to others, to share a smile, to hold each other's hands. "

#,Question 4
#,Jozef will be grayed out as an option if player touched his car at any time. 
Side_Q_GuidedMetitation_Wirat_29,Who is someone who has shown incredible kindness to you?

Side_Q_GuidedMetitation_Q4_S01,Miriam
Side_Q_GuidedMetitation_Q4_S02,Jozef
Side_Q_GuidedMetitation_Q4_S03,Seoyeon
Side_Q_GuidedMetitation_Q4_S04,Seble

Side_Q_GuidedMetitation_Q4_S01_Player_01,"Miriam is like Camp Huygen's mother, always ready with a kind word or bowl of soup. She directly takes care of the people around her, and walks beside them in spirit. "
Side_Q_GuidedMetitation_Q4_S02_Player_01,"Jozef seems rugged, but he also invites others to partake in his time as friends. As long as you don't touch his car. "
Side_Q_GuidedMetitation_Q4_S03_Player_01,"Seoyeon is quiet and shy, but cares a lot about the people of Camp Huygen. Her work keeps us all fed and healthy, after all."
Side_Q_GuidedMetitation_Q4_S04_Player_01,"While we'll never have the connection she shares with her drone, Pyro, she emanates kindness to those who get close to her."

Side_Q_GuidedMetitation_Q4_S0104_Nar_02,"(By speaking the name, you feel your heart open and the world's love enter your soul.)"

Side_Q_GuidedMetitation_Wirat_30,"On the other side of kindness falls animosity, that subtle or sometimes not-so-subtle hatred we feel toward others. "
Side_Q_GuidedMetitation_Wirat_31,"It is important to acknowledge that emotion, accept it, and then let it fade. "

#,Question 5
Side_Q_GuidedMetitation_Wirat_32,Do you feel this negative emotion towards anyone?

Side_Q_GuidedMetitation_Q5_S01,Tau
Side_Q_GuidedMetitation_Q5_S02,Vinh
Side_Q_GuidedMetitation_Q5_S03,Monsters

Side_Q_GuidedMetitation_Q5_S01_Player_01,"The only person deserving of hate is Tau. He's wronged a lot of people in Camp, including me."
Side_Q_GuidedMetitation_Q5_S02_Player_01,"In a strange way, I feel animosity toward Vinh. Nothing malicious, but she made me question my abilities. Then again, she also made me strive for more strength, so I also thank her in a way. "
Side_Q_GuidedMetitation_Q5_S03_Player_01,The only thing I hate on Titan are the monsters in the mine. They are a constant threat to everyone here. 

Side_Q_GuidedMetitation_Q5_S0104_Nar_02,"(By acknowledging animosity, one can truly let it go. You take a deep breath and release the well-up negativity to be consumed by the universe.)"

Side_Q_GuidedMetitation_Wirat_33,Now let go of that image and replace it with nothing...
Side_Q_GuidedMetitation_Wirat_34,"Take a moment to sit without the need to obsess or worry, without any needs at all. "

#,Question 6
Side_Q_GuidedMetitation_Wirat_35,Now picture someone who shares this calm stillness with us in this moment. 
Side_Q_GuidedMetitation_Q6_S01,Odette
Side_Q_GuidedMetitation_Q6_S02,Idrissi
Side_Q_GuidedMetitation_Q6_S03,Earl
Side_Q_GuidedMetitation_Q6_S04,Ursula

Side_Q_GuidedMetitation_Q6_S01_Player_01,"Odette is often quiet, but knows when to let loose and engage. Sort of an introverted extrovert, watching the world from the outside and choosing the best moments to jump in. "
Side_Q_GuidedMetitation_Q6_S02_Player_01,"Idrissi is a man of few words. He buckles down, and just does his work with worrying about all the chaos around him. "
Side_Q_GuidedMetitation_Q6_S03_Player_01,"Earl is comfortable in his spirituality, but also understands that credits run the world. He doesn't complain or fight the system, though. Earl gives in and controls it instead. "
Side_Q_GuidedMetitation_Q6_S04_Player_01,"Ursula is someone who stays under the radar, but longs for adventure. She came from a life of wealth and solitude, but became family in Camp Huygen. "

Side_Q_GuidedMetitation_Q6_S0104_Nar_02,"(Other faces race through your memories before returning to a blank void once more, awaiting Wirat's next guide.)"

Side_Q_GuidedMetitation_Wirat_36,You are doing well. I would assume you've meditated many times before. 
Side_Q_GuidedMetitation_Player_37,I guess you could say I meditated for years in my cryopod. 
Side_Q_GuidedMetitation_Wirat_38,"Fair enough. Still, though, I hope you are finding this helpful. "
Side_Q_GuidedMetitation_Player_39,"So far, so good. "

#,Question 7
Side_Q_GuidedMetitation_Wirat_40,Tell me next of someone else who has been helpful to you since you awoke. 
Side_Q_GuidedMetitation_Q7_S01,Litzi
Side_Q_GuidedMetitation_Q7_S02,Claudia
Side_Q_GuidedMetitation_Q7_S03,Cristhyan
Side_Q_GuidedMetitation_Q7_S04,David

Side_Q_GuidedMetitation_Q7_S01_Player_01,"Litzi has been there since the beginning. She has kept the Camp running even when reserves were low, and is one of the most helpful people I've ever met. "
Side_Q_GuidedMetitation_Q7_S02_Player_01,"In terms of general safety around camp, I'd say Claudia is extremely helpful. She manages a crack team and makes sure everyone is protected. "
Side_Q_GuidedMetitation_Q7_S03_Player_01,"Having worked beside Cristhyan, he performs a thankless job all around camp and helps everyone even if they don't realize it. "
Side_Q_GuidedMetitation_Q7_S04_Player_01,"David always has a smile, but he's also responsible for keeping track of everything within Camp. It's a big job, but he doesn't let it get to him. "

Side_Q_GuidedMetitation_Q7_S0104_Nar_02,(The idea of helpfulness and the free exchange of acts of service makes you smile. Everyone helping everyone is a beautiful thought.)

Side_Q_GuidedMetitation_Wirat_41,And finally. . . people helping others can lead to lifelong friendships.

#,Question 8
Side_Q_GuidedMetitation_Wirat_42,Who do you hold as a friend in your heart?
Side_Q_GuidedMetitation_Q8_S01,Alexei
Side_Q_GuidedMetitation_Q8_S02,Cyrus
Side_Q_GuidedMetitation_Q8_S03,Judith
Side_Q_GuidedMetitation_Q9_S04,Ulf

Side_Q_GuidedMetitation_Q8_S01_Player_01,"Since we met, Alexei and I have had an intrinsic connection. Both wolves, both warriors. "
Side_Q_GuidedMetitation_Q8_S02_Player_01,I feel a kinship with Cyrus. Both of us have mysterious pasts and have forged new lives here on Titan.
Side_Q_GuidedMetitation_Q8_S03_Player_01,"Judith is loud and excitable, but she's also my go-to when I need a friend, an inventor, or just someone to listen. "
Side_Q_GuidedMetitation_Q8_S04_Player_01,"Ulf knows everything! That guy is an expert in mining, security systems, geology, mixology, you name it. I learn so much from him every day. "

Side_Q_GuidedMetitation_Q8_S0104_Nar_02,(Speaking your friendship into the universe strengthens your connection to your friend and all of humanity.)

Side_Q_GuidedMetitation_Nar_43,"(A silence lingers after the last question and goes on for quite a while. You have the urge to open your eyes, if only to peek to see if Wirat is still there, but you resist.)"
Side_Q_GuidedMetitation_Wirat_44,That is our time today. You can open your eyes.
Side_Q_GuidedMetitation_Wirat_45,I hope that you feel a sense of peace after our meditation. It can be life-changing to truly reflect on your life. 
Side_Q_GuidedMetitation_Player_46,"Actually, yeah, it really was. My mind if clear, and I feel like I know what my future holds. "
Side_Q_GuidedMetitation_Wirat_47,Then charge forward into your future and claim it. Everyone you've made connections with will stand behind you.
Side_Q_GuidedMetitation_Player_48,Thank you for your guidance. 

#,선택지에 따른 보상.
Reward_BaseStat_Strength,<#66FFCC>( Strength +5 )</color>
Reward_BaseStat_Agility,<#66FFCC>( Agility +5 )</color>
Reward_BaseStat_Endurance,<#66FFCC>( Endurance +5 )</color>
Reward_BaseStat_Perception,<#66FFCC>( Perception +5 )</color>
Reward_BaseStat_Mutation,<#66FFCC>( Mutation +5 )</color>

Reward_PerkPoint,<#66FFCC>( Perk Point +2 )</color>
Reward_Credit,<#66FFCC>( Credit +5000 )</color>

Reward_Proficiency_OHM,<#66FFCC>( One Hand Melee +2 )</color>
Reward_Proficiency_THM,<#66FFCC>( Two Hand Melee +2 )</color>
Reward_Proficiency_OHR,<#66FFCC>( One Hand Range +2 )</color>
Reward_Proficiency_THR,<#66FFCC>( Two Hand Range +2 )</color>
Reward_Proficiency_Bow,<#66FFCC>( Bow +2</color>
Reward_Proficiency_Nano,<#66FFCC>( Nano +2</color>
Reward_Proficiency_Physical,<#66FFCC>( Physical +2 )</color>
Reward_Proficiency_Survival,<#66FFCC>( Survival +2 )</color>
