Language,Default
Side_Q_JozefsFavorite_Q4_S02_Jozef_01,Share my recipes? Alp would have to promise not to change them and create abominations with my name on them. 

#,If player gets 3rd Wrong answer
Side_Q_JozefsFavorite_Jozef_37,"Just stop. I know when I am being played, {PlayerFullName}."
Side_Q_JozefsFavorite_Player_38,What do you mean?
Side_Q_JozefsFavorite_Jozef_39,"You are here for Alp to try to get my recipes, yes?"
Side_Q_JozefsFavorite_Player_40,"Yeah, sorry. Looks like you caught me. "
Side_Q_JozefsFavorite_Jozef_41,I know I caught you. Now you go back and tell Alp that he'll never see my recipes. They belong to me. 
Side_Q_JozefsFavorite_Player_42,"Okay, okay! I'll get out of here."

#,If player gets 2 or fewer wrong answers
Side_Q_JozefsFavorite_Jozef_43,Come to think of it...
Side_Q_JozefsFavorite_Nar_44,"(Jozef pulls a small, colorful notebook from his pocket and hands it to you.)"
Side_Q_JozefsFavorite_Jozef_45,"...here. That is four decades of my own recipes, each one a masterpieces Alp could only dream of. "
Side_Q_JozefsFavorite_Player_46,"Oh, wow! Do you mind if I scan a few of the pages, so I can try them out myself?"
Side_Q_JozefsFavorite_Jozef_47,"Sure, but only one. Choose wisely."
Side_Q_JozefsFavorite_Nar_48,"(You scan the Goulash recipe on page 142, and hand it back to Jozef.)"
Side_Q_JozefsFavorite_Jozef_49,"If you make that, you will smile uncontrollably. Trust me. "
Side_Q_JozefsFavorite_Player_50,I bet I will. 
Side_Q_JozefsFavorite_Player_51,Thanks for the talk. I'll get out of your hair. 
Side_Q_JozefsFavorite_Jozef_52,Good talk. See you later. 

#,Player returns to Alp without recipe
#,Player gets credits and XP
Side_Q_JozefsFavorite_Player_53_01,"About the recipe..."
Side_Q_JozefsFavorite_Player_53,"Hey, Alp! I'm sorry, but I wasn't able to get the recipe. "
Side_Q_JozefsFavorite_Alp_54,Why? What happened?
Side_Q_JozefsFavorite_Player_55,"Jozef saw through my interrogation, so I've come back empty-handed. "
Side_Q_JozefsFavorite_Alp_56,"That stinks, but I appreciate you trying at least. Here are some credits for your time. I'll message again if I find any more jobs. "
Side_Q_JozefsFavorite_Player_57,"Sounds good. Take it easy, Alp!"

#,Player returns to Alp with Jozef's recipe
#,"Player gets credits and XP, and store discount "
Side_Q_JozefsFavorite_Player_58,"Hey, Alp! I'm back, and I have Jozef's goulash recipe for you!"
Side_Q_JozefsFavorite_Alp_59,Amazing work! I can't wait to get to work perfecting it. 
Side_Q_JozefsFavorite_Player_60,"Fair warning, though... don't change anything in the recipe. You'll want to follow it as closely as is possible with the supplies we have on Titan. "
Side_Q_JozefsFavorite_Alp_61,"Okay, I'll try my best not to 'Alp-ify' it. I want Jozef to love it, after all. "
Side_Q_JozefsFavorite_Alp_62,"Here are some credits for your time, and consider yourself part of the Alp's Pub family from now on."
Side_Q_JozefsFavorite_Alp_63,Including a friends & family discount as well. 
Side_Q_JozefsFavorite_Player_64,"Thanks, Alp! It's good to be part of the family. I'll see you later!"
