Language,Default
10_RangeWp_02_OneHand_02_Side_SecurityPistol_001_DescKey,Пистолет из первой команды охраны Поселения TECC. Единственный в своем роде, который до сих пор работает.

#,[ 02-03. One Hand Range: Special ]
10_RangeWp_02_OneHand_03_Special_AttachBomb_NameKey,Пистолет с Лиипкой Бомбой
10_RangeWp_02_OneHand_03_Special_AttachBomb_DescKey,Этот необычный пистолет стреляет "старыми боеприпасами", но может использовать липкую взрывчатку против нескольких врагов. Использует <#66FFCC>Нано Энергию</color> tдля использования этой дополнительной функции.


#,[ 03-01. Two Hand Range: Tier ]
10_RangeWp_03_TwoHand_01_Tier01_Rifle_NameKey,Самодельная Винтовка
10_RangeWp_03_TwoHand_01_Tier01_Rifle_DescKey,"Очевидно, винтовка, собранная из хлама. Чудо, что она вообще работает."

10_RangeWp_03_TwoHand_01_Tier02_Rifle_NameKey,Обычная Винтовка
10_RangeWp_03_TwoHand_01_Tier02_Rifle_DescKey,Гораздо более распространенная винтовка. Она довольно хорошо сделана и кажется такой же хорошей, как и любая другая винтовка.

10_RangeWp_03_TwoHand_01_Tier03_Rifle_NameKey,Мощная Винтовка
10_RangeWp_03_TwoHand_01_Tier03_Rifle_DescKey,"Стандартная винтовка с некоторыми заметными улучшениями в конструкции, в основном в мощности."

10_RangeWp_03_TwoHand_01_Tier04_Prototype_Rifle_NameKey,Экспериментальная Винтовка
10_RangeWp_03_TwoHand_01_Tier04_Prototype_Rifle_DescKey,Винтовка с некоторыми экспериментальными изменениями. Она... вероятно... не взорвется случайно.

10_RangeWp_03_TwoHand_01_Tier05_Advanced_Rifle_NameKey,Гарант Снайпера на Длительное Выживание
10_RangeWp_03_TwoHand_01_Tier05_Advanced_Rifle_DescKey,"После доработки экспериментальными изменениями эта винтовка стала настолько совершенной, что кажется, будто она могла бы сражаться сама за себя, если бы не было спускового крючка."

#,[ 03-02. Two Hand Range: Side ]
10_RangeWp_03_TwoHand_02_Side_Mining_Laser_001_NameKey,Горный Бур Лазерный
10_RangeWp_03_TwoHand_02_Side_Mining_Laser_001_DescKey,"Усовершенствованный лазер для резки скал и прокладывания туннелей под землей. Он также отлично справляется с разрезанием врагов на части!"

#,[ 03-03. Two Hand Range: Special ]
10_RangeWp_03_TwoHand_03_Special_JusticeRifle_NameKey,Винтовка Правосудия
10_RangeWp_03_TwoHand_03_Special_JusticeRifle_DescKey,"Подаренная Далтоном, эта винтовка напрямую взаимодействует с броней и биометрическими данными человека, преобразуя кинетическую энергию от получаемого урона в усиленные выстрелы, чтобы быстрее уничтожать врагов."


#,[ 04-01. Bow: Tier ]
10_RangeWp_04_Bow_01_Tier01_Bow_NameKey,Самодельный Лук
10_RangeWp_04_Bow_01_Tier01_Bow_DescKey,Самодельный лук  с большим количеством возможностей для улучшения. Стрелы в комплект не входят.

10_RangeWp_04_Bow_01_Tier02_Bow_NameKey,Изогнутый Лук
10_RangeWp_04_Bow_01_Tier02_Bow_DescKey,"Изогнутый лук. Улучшен из Самодельного лука, так что вероятно довольно хорош."

10_RangeWp_04_Bow_01_Tier02_A_Monster_Standard_Bow_NameKey,Трупный Лук
10_RangeWp_04_Bow_01_Tier02_A_Monster_Standard_Bow_DescKey,Лук сделанный из прочных сухожилий подземного чудовища. Менее точный, но все равно эффективный.

10_RangeWp_04_Bow_01_Tier03_Bow_NameKey,Блочный Лук
10_RangeWp_04_Bow_01_Tier03_Bow_DescKey,Улучшение стандартного лука, которое позволяет делать более смертоносные выстрелы, летящие на большие расстояния.

10_RangeWp_04_Bow_01_Tier04_Bow_NameKey,Экспериментальный Лук
10_RangeWp_04_Bow_01_Tier04_Bow_DescKey,Лук с большим количеством проводов и мигающих лампочек, чем ожидалось. Выглядит совершенно чужеродно, но работает как надо.

10_RangeWp_04_Bow_01_Tier05_Bow_NameKey,Продвинутый Лук
10_RangeWp_04_Bow_01_Tier05_Bow_DescKey,Этот лук обеспечивает быструю загрузку и стреляет даже обычными стрелами с повышенной кинетической энергией. Ваши враги побегут, узнав его поближе.


#,[ 05-00. Special: Start ]
10_RangeWp_05_Special_00_Start_SlingShots_001_NameKey,Рогатка
10_RangeWp_05_Special_00_Start_SlingShots_001_DescKey,"Рогатка, стреляющая мелкими пульками с приличной скоростью. Может показаться, что это игрушка, но в умелых руках она может быть смертельно опасной. "

#,[ 05-02. Special: Side ]
10_RangeWp_05_Special_02_Side_Shotgun_001_NameKey,Дробовик
10_RangeWp_05_Special_02_Side_Shotgun_001_DescKey,"Тактический помповый дробовик, выдаваемый охранникам, которым предстояло разобраться с серьезной угрозой. Поражает сразу несколько целей, но только на небольшом расстоянии. "

#,[ 05-03. Special: Special ]
10_RangeWp_05_Special_03_Speical_Minigun_001_NameKey,Шахтерский Миниган
10_RangeWp_05_Special_03_Speical_Minigun_001_DescKey,"Этот опасный инструмент быстро обстреливает территорию лазерными выстрелами. Изначально использовавшийся для разрушения прочных пород, а также миниган хорошо работает против мутантов, приближающихся, чтобы напасть на вас."

10_RangeWp_05_Special_03_Speical_FlameThrower_001_NameKey,Огнемёт
10_RangeWp_05_Special_03_Speical_FlameThrower_001_DescKey,"Это оружие, использовавшееся под землей для очистки шахт от растительности, теперь можно использовать для сжигания практически всего живого. "

10_RangeWp_05_Special_03_Speical_BFG_NameKey,Плазменная Пусковая Установка
10_RangeWp_05_Special_03_Speical_BFG_DescKey,"Плазменная пусковая установка, созданная из редких деталей, - это высокооктановое оружие, способное уничтожить практически все. На Титане вы не найдете более действенного оружия. "

10_RangeWp_05_Special_03_Speical_SonicLauncher_001_NameKey,Звуковая Установка
10_RangeWp_05_Special_03_Speical_SonicLauncher_001_DescKey,"Это сложное шахтерское устройство можно использовать и как оружие. Оно пускает звуковые волны, которые выстреливают из него во все стороны - от камней до стен и монстров. "
