Language,Default
#,Return to Octavio after 2 positives
#,Player receives Lover's Grip and XP
Side_Q_PassingNotes_Note2_S01_1_Player_04,"Everything's set for 8pm tonight, Octavio!"
Side_Q_PassingNotes_Note2_S01_1_Octavio_05,"Thank you, {PlayerFullName}! Tonight wouldn't be possible without you. "
Side_Q_PassingNotes_Note2_S01_1_Octavio_06,I'm going to go get ready. Bye!

#,"After X turns, player receives this message. "
#,Player receives XP and Lover's Grip if they choose this ending.
#,"If player has not yet completed Game Night SQ, Octavio will automatically say YES to the player's request to attend. "
Side_Q_PassingNotes_Note2_S01_1_AI_07,"Incoming message from Octavio, {PlayerFullName}."
Side_Q_PassingNotes_Note2_S01_1_Octavio_08,"Freyja and I had an amazing night, and she even agreed to be my girlfriend! Your help has been life-changing! I'm putting a gift in the supply crate for you as a token of my appreciation. Well, our appreciation! See you later!\n-Octavio Cardoso."
Side_Q_PassingNotes_Note2_S01_1_Nar_09,"(You receive '<color=#66FFCC>Lover's Grip</color>'.)"

#,"Player chooses Note2_S01 after selecting Note1_S02 = 1 negative, then 1 positive"
Side_Q_PassingNotes_Note2_S01_2_Freyja_01,"Maybe I was wrong about Octavio. He's always seemed so flighty, but if he caught the fact I forgot to set a time, then maybe there's more to the man."
Side_Q_PassingNotes_Note2_S01_2_Freyja_02,Tell Octavio I can't wait to see him at 8pm tonight. I'm even more curious to hear him out now.
Side_Q_PassingNotes_Note2_S01_2_Player_03,I'll let him know. 

#,Return to Octavio after 1 negative then 1 positive
#,"Player receives Lover's Grip, credits, and XP"
Side_Q_PassingNotes_Note2_S01_2_Player_04,Freyja knows the time now. She'll meet you at 8pm tonight.
Side_Q_PassingNotes_Note2_S01_2_Octavio_05,"Thank you, {PlayerFullName}! I'm nervous about tonight, but I wouldn't have this chance without your help."
Side_Q_PassingNotes_Note2_S01_2_Octavio_06,I'm going to go get ready. I can't mess this up. See you later. 

#,"After X turns, player receives this message. "
#,"Player receives XP, credits, and Lover's Grip if they choose this ending."
#,"If player has not yet completed Game Night SQ, Octavio will automatically say yes to the player's request to attend. "
Side_Q_PassingNotes_Note2_S01_2_AI_07,"Incoming message from Octavio, {PlayerFullName}."
Side_Q_PassingNotes_Note2_S01_2_Octavio_08,"Freyja and I had a great night. It was rocky at first, but we worked through it and even have a second date lined up. I know I asked a lot of you, so I'm putting a gift in the supply crate for you as a token of my appreciation. Thanks so much, and we'll speak soon.\n-Octavio Cardoso.-"
Side_Q_PassingNotes_Note2_S01_2_Nar_09,(You received '<color=#66FFCC>Credits</color>' and '<color=#66FFCC>Lover's Grip</color>'.)

#,"Player chooses Note2_S02 after Note1_S01 = 1 positive, then 1 negative"
#,"Choosing this option means Freyja goes directly to Octavio herself. No Need for player to return to him, as he'll get a message. "
Side_Q_PassingNotes_Note2_S02_1_Freyja_01,Oh no! I knew I came off too eager. That must have turned him off. 
Side_Q_PassingNotes_Note2_S02_1_Player_02,It's also a possibility that he just doesn't like you as much as you thought. 
Side_Q_PassingNotes_Note2_S02_1_Freyja_03,"I don't know... something seems suspicious about this. His note was so nice, and I'd hate to think I scared him off. "
Side_Q_PassingNotes_Note2_S02_1_Freyja_04,I should talk to him directly. Thanks for telling me about Octavio. 

#,Choosing positive and then negative options means Freyja goes directly to Octavio herself. There is no need for player to return to him.
#,"After X turns, player receives this message. "
#,Player only receives XP if they choose this ending.
#,"If player has not yet completed Game Night SQ, Octavio will automatically say no to the player's request to attend. "
Side_Q_PassingNotes_Note2_S02_1_AI_05,"Incoming message from Octavio, {PlayerFullName}."
Side_Q_PassingNotes_Note2_S02_1_Octavio_06,"I just spoke with Freyja, and she told me what you said about me. Why did you double-cross me like that? It doesn't matter. I hope you never find love.\n-Octavio Cardoso."

#,Player chooses Note2_S02 after Note1_S02 = 2 negatives
Side_Q_PassingNotes_Note2_S02_2_Freyja_01,Why did he even send me a note to begin with then? That Octavio is one cold-hearted bastard.
Side_Q_PassingNotes_Note2_S02_2_Player_02,"He loves to stir up drama is all, and he dragged you and me into it this time."
Side_Q_PassingNotes_Note2_S02_2_Freyja_03,Not me... Not anymore. You can tell him I never want to speak to him again. 
Side_Q_PassingNotes_Note2_S02_2_Freyja_04,Or don't tell him. It makes no difference to me. 
Side_Q_PassingNotes_Note2_S02_2_Player_05,"Message received. Have a good one, Freyja. "

#,Return to Octavio after 2 negatives
#,"Player receives craft materials, credits, and XP. No lover's grip if they don't go on a date. "
Side_Q_PassingNotes_Note2_S02_2_Player_06,"Hey, Octavio, it looks like she's just not into you. Freyja cancelled your meeting tonight. "
Side_Q_PassingNotes_Note2_S02_2_Octavio_07,What... why?! I thought I at least had a shot to tell her how I feel. 
Side_Q_PassingNotes_Note2_S02_2_Player_08,"Nope, she said she's just not into you. Tough break, man. "
Side_Q_PassingNotes_Note2_S02_2_Octavio_09,I guess it just wasn't meant to be. *Sigh*
Side_Q_PassingNotes_Note2_S02_2_Octavio_10,"Anyway, I know I made you run around for me, so at least take this for the trouble. "
Side_Q_PassingNotes_Note2_S02_2_Nar_11,(You receive '<color=#66FFCC>Craft Materials</color>' and '<color=#66FFCC>Credits</color>'.)
Side_Q_PassingNotes_Note2_S02_2_Octavio_12,Now if you'll excuse me... I need to be alone for a bit. 
Side_Q_PassingNotes_Note2_S02_2_Player_13,Sure.
