Language,Default
Side_Q_ToBeTheBest_Action,"<color=white>Choose the action\n-Player's HP: {86f4df8b-5fad-404a-b3e4-3f4f90f9416d} \n-Vinh's HP: {44af440b-f2d1-43b9-b8d5-5987b1d34341}</color>"

#,"Both Player Vinh can take 3 form of actions Attack, Counter, Rest"
#,"This is typical rock paper scissors game"

ToBeTheBest_Select_01,"Attack."
ToBeTheBest_Select_02,"Counter."
ToBeTheBest_Select_03,"Rest."

#,Player: Attack / Vinh: Attack / Result: Draw. Both lose Hp -1
Side_Q_ToBeTheBest_Act_Result_01_01,<#FFFFFF>You and Vinh launch forward at full force and connect with simultaneous hard strikes.</color>

#,Player: Attack / Vinh: Counter / Result: Player Lose. Player Hp -1
Side_Q_ToBeTheBest_Act_Result_01_02,"<#FFFFFF>You press forward to attack, but Vinh predicts your movements and counterattacks.</color>"

#,Player: Attack / Vinh: Rest / Result: Player Win. Vinh Hp -2
Side_Q_ToBeTheBest_Act_Result_01_03,<#FFFFFF>You notice Vinh slowing down and catch her off-guard with an attack.</color>

#,Player: Counter / Vinh: Attack / Result: Player Win. Vinh Hp -2
Side_Q_ToBeTheBest_Act_Result_02_01,"<#FFFFFF>You predicted Vinh's next attack, blocking it and counterattacking for maximum damage.</color> "

#,Player: Counter / Vinh: Counter / Result: Draw. Both 0
Side_Q_ToBeTheBest_Act_Result_02_02,"<#FFFFFF>You brace for impact, but so does Vinh. The battle continues.</color> "

#,Player: Counter / Vinh: Rest / Result: Player Lose. Vinh Hp +1
Side_Q_ToBeTheBest_Act_Result_02_03,"<#FFFFFF>You brace for impact, and Vinh takes the opportunity to catch her breath.</color> "

#,Player: Rest / Vinh: Attack / Result: Lose. Player Hp -2
Side_Q_ToBeTheBest_Act_Result_03_01,"<#FFFFFF>You attempt to rest, but Vinh launches a heavy attack and breaks your defense.</color>"

#,Player: Rest / Vinh: Counter / Result: Player Win. Player Hp +1
Side_Q_ToBeTheBest_Act_Result_03_02,"<#FFFFFF>You take a moment to breathe, but Vinh had readied herself for your next attack.</color> "

#,Player: Rest / Vinh: Rest / Result: Draw. Both Hp +1
Side_Q_ToBeTheBest_Act_Result_03_03,<#FFFFFF>You and Vinh stare each other down and prepare for the next attack.</color>

Side_Q_ToBeTheBest_Result_PlayerTakesMinorDamage,<#FFFFFF>You take 1 damage.</color>
Side_Q_ToBeTheBest_Result_PlayerTakesHeavyDamage,<#FFFFFF>You take 2 damage.</color>

Side_Q_ToBeTheBest_Result_VinchTakesMinorDamage,<#FFFFFF>Vinh takes 1 damage.</color>
Side_Q_ToBeTheBest_Result_VinchTakesHeavyDamage,<#FFFFFF>Vinh takes 2 damage.</color>

Side_Q_ToBeTheBest_Result_PlayerRecovers,<#FFFFFF>You recover 1 HP.</color>
Side_Q_ToBeTheBest_Result_VinchRecovers,<#FFFFFF>Vinh recovers 1 HP.</color>

Side_Q_ToBeTheBest_Result_BothPlayerAndVinhTakesMinorDamage,<#FFFFFF>You and Vinh both take 1 damage.</color>
Side_Q_ToBeTheBest_Result_BothPlayerAndVinhTakesNoDamage,<#FFFFFF>No damage was dealt to you or Vinh.</color>
Side_Q_ToBeTheBest_Result_BothPlayerAndVinhRecovers,<#FFFFFF>You and Vinh both recover 1 HP.</color>
