Language,Default
#,Question 5
Side_Q_SharingStories_Martin_22,"I have family on Earth, but I care about the people in Camp Huygen more than anyone else. Who am I?"

#,Player Choice
Side_Q_SharingStories_Q5_01,Miriam
Side_Q_SharingStories_Q5_02,Pierre
Side_Q_SharingStories_Q5_03,Ida
Side_Q_SharingStories_Q5_04,I need more info...

#,Player selects Miriam
Side_Q_SharingStories_Q5_01_Martin_01,"As motherly as Miriam is for everyone in Camp Huygen, you might be surprised to learn she never had children of her own and has no living Earth family to speak of."
Side_Q_SharingStories_Q5_01_Martin_02,That might be why she cares for all of us so strongly. 

#,Player chooses Pierre (correct)
Side_Q_SharingStories_Q5_02_Martin_01,"Correct! Pierre talks about his brother on Earth all the time, and his love for his new Titan family can't be denied. "

#,Player chooses Ida
Side_Q_SharingStories_Q5_03_Martin_01,"Ida cares about and protects everyone here, sure, but most of that is spurred by her intense curiosity about the previous settlement."
Side_Q_SharingStories_Q5_03_Martin_02,I wonder if her obsession might one day overcome her. I really hope not. 

#,Player needs more time 
Side_Q_SharingStories_Q5_04_Martin_01,Keep in mind that we all care. The question is to what degree. Come back with your answer. 

#,Player fails 3 of the questions at any time
Side_Q_SharingStories_Martin_23,"Oh, I'm sorry! That was three incorrect answers, so now we must say goodbye to you for today."
Side_Q_SharingStories_Player_24,"You know you sound like a game show host, right?"
Side_Q_SharingStories_Martin_25,"I do! Glad you got the joke. *haha* In all seriousness, though, wrong answers tell me you don't know anyone here. Like, really and truly know them. "
Side_Q_SharingStories_Martin_26,"We're all human beings, not just Characters in your story. We all have our passions, loves, and dreams, which are quite beautiful if you take the time to listen to our tales. "
Side_Q_SharingStories_Player_27,You know what? I'll do that more going forward. Thank you for the wake-up call. 
Side_Q_SharingStories_Martin_28,"I have a feeling you will. Cheers, {PlayerFullName}."

#,Players makes it through 5 questions without 3 wrong
Side_Q_SharingStories_Martin_29,"I have to admit that you surprised me. You actually got to know the people of Camp Huygen quite well, and it shows. "
Side_Q_SharingStories_Player_30,"In truth, I guessed some of the answers."
Side_Q_SharingStories_Martin_31,"Even then, you knew enough to make educated guesses, and that's more than some people make time for. "
Side_Q_SharingStories_Player_32,And you mentioned some treasure for me?
Side_Q_SharingStories_Martin_33,"Why, of course! The greatest treasure there is in all the world..."
Side_Q_SharingStories_Martin_34,Friendship.
Side_Q_SharingStories_Player_35,"Oh. I was kind of hoping it'd be something more tangible, like credits or something I could use in the mines. "
Side_Q_SharingStories_Martin_36,"Listen to me, and understand my words. The most powerful things we have in our lives are the relationships we forge and the memories we carry into the next life. "
Side_Q_SharingStories_Martin_37,No pair of gloves or giant hammer will give you more protection than knowing you have friends standing behind you. 
Side_Q_SharingStories_Player_38,"Well, when you put it like that-"
Side_Q_SharingStories_Martin_39,"-I sound incredibly wise, right? "
Side_Q_SharingStories_Player_40,"Hehe, yeah. "
Side_Q_SharingStories_Martin_41,"Good! Take care on your journey, {PlayerFullName}, and know I stand with you."
Side_Q_SharingStories_Player_42,"I stand with you too. Um, later. "
