Language,Default
Codex_Evolved_Tanker_A_DescKey,"A monster built entirely of muscle, spikes, and aggression. Piercing a Crusher's defenses is difficult, and getting close runs the risk of being caught in its formidable clutches. They take sadistic pleasure in leaving their prey in a pile of body parts."

Codex_Evolved_Tanker_B_DescKey,"The evolved form of Crushers, a Smasher possesses more armor, spikes, and animalistic ferocity. With advanced movement and a penchant to leap and smash their enemies, these mutants are some of the deadliest on Titan."

Codex_Evolved_Tower_DescKey,"A mutant grown from the contaminated roots found throughout the underground, often in heavily trafficked tunnels or doorways for easy feeding. When an enemy gets close, spikes protrude from the Spindlers head to attack."

Codex_Parasite_01_DescKey,"Crawlers are diminutive creatures housing a mutant egg upon their back. Its bites are painful, but it is less aggressive than other monsters, preferring to defend its egg first and foremost."

Codex_Parasite_02_DescKey,"When a Crawler is captured by the underground's contaminated roots, it becomes a Popper. The egg it once protected can be attacked to release the creature inside without the need for a fight."

Codex_Maggot_DescKey,A Muncher is spawned from a Crawler's or Popper's parasitic egg. It is overall harmless but can devour contaminated or diseased flesh quickly. Munchers can be useful in crafting unique items.

Codex_Lurker_DescKey,"Monsters that have evolved to survive in almost any environment. Lurkers possess claws they use to hang from elevated positions to launch deadly surprise attacks and cut their prey to ribbons. Watch for a shadow, or you'll be the next victim."

Codex_Burrower_DescKey,"Monsters evolved from specific species of Earth beetles. A Burrower lives in the dirt, using tunnels under its victim's feet to great advantage. Look for holes in the ground to anticipate a Burrower attack."

Codex_Burrower_Minion_DescKey,"Few insects survive in solitude, and Burrowers are no different. Diggers are a Burrower's offspring, possessing many of the same abilities in a small package to more successfully ambush a target."

Codex_Detector_DescKey,"A bat-like monster living underground, known for the high-pitched siren they release when in danger. While a Screamer has no eyes, its enhanced radar senses can quickly detect an enemy's approach."

Codex_Plant_Mushroom_DescKey,"Uncooked mushrooms. They can be consumed in a pinch but are slightly poisonous, so be careful. "

Codex_Plant_Acid_DescKey,"Several Titan plants secrete acid, usable in crafting. <color=#FFA500>Recycled</color> this plant into <color=#66FFCC>Organic Acid</color>."

Codex_Plant_Poison_DescKey,A strange plant containing dangerous poison. <color=#FFA500>Recycle</color> this plant into <color=#66FFCC>Poison Extract</color>.

Codex_Plant_Cotton_DescKey,"Resembling Earth cotton, its majestic bushels can similarly be used to make clothing. <color=#FFA500>Recycle</color> this plant into <color=#66FFCC>Titan Cotton</color>. "

Codex_Plant_Bush_DescKey,"This lush bush has sprouted many branches, which are quite useful. <color=#FFA500>Recycle</color> this plant into <color=#66FFCC>Leaves</color>. "

Codex_Plant_DryBush_DescKey,"A dried-out, nearly dead bush. <color=#FFA500>Recycle</color> this plant into <color=#66FFCC>Sticks</color> for crafting."

Codex_Plant_LotusFlower_DescKey,A strange yet beautiful plant made of vines and flat leaves. Can be <color=#FFA500>Recycled</color> into the <color=#66FFCC>Nano Lotus</color>. 

Codex_Plant_General_001_DescKey,"A corrupted purple plant with long, delectable leaves. While extremely tasty, the leaves slightly increase <color=#FF0000>Nano Infection</color> when eaten."

Codex_Plant_General_002_DescKey,"Its bright red color is a warning to stay away, but the fruit can be consumed. However, each bite slightly increases <color=#FF0000>Nano Infection</color>."

Codex_Plant_General_004_DescKey,"A snakelike plant sprouting berries on its branches. They are pretty tasty, but slightly increase <color=#FF0000>Nano Infection</color> as well."
