Language,Default
Log_Location_04_Desc,"I half expected the underground park installation to have working artificial sunlight. Emergency power wasn't enough to help me out there, though.\n\nExploring further, I discovered more of this synthetic area. The forever-green grass was made from astroturf, and wood samples from Titan's surface were broken down and shaped into various Earth trees to make the TECC employees feel more at home.\n\nIts massive size was enough to support hundreds of people and beyond. How large could the colony have grown had the first settlement not disappeared?\n\nThe monsters stole more than human lives... they stole our future."

Log_Location_05,Arcade
Log_Location_05_Long,Arcade
Log_Location_05_Desc,"No children were coming to Titan during TECC's first settlements. Still, places like the arcade show that the company was looking to the future.\n\nThe colony's arcade sparked my inner child as I imagined all the screens lit up and video game noises echoing through the room. It almost brought a smile to my face.\n\nReturning to the reality of smashed screens, destroyed machines, and bodies thrown about the arcade was a stark change, but the danger was too much to lose myself to daydreams.\n\nPiles of debris tried to block the entrance, so the arcade was the last stand for these people. Maybe they left some clues behind. "

Log_Location_06,Workshop
Log_Location_06_Long,Workshop
Log_Location_06_Desc,"It's hard not to be impressed with the TECC workshop I found. Judith would love this place, if for no other reason than its row of shelves that were probably fully stocked at one point.\n\nFrom the look of it, the workshop produced general goods for the colony instead of the more inventive creations we get out of Camp Huygen.\n\nNothing was functional. Still, most of the machinery could be stripped for usable parts. Finding a cooling coil or a set of spare tools here would sure to go a long way to help my friends on the surface.\n\nAs the primary workshop, I also hoped to find blueprints for new equipment."

Log_Location_07,Market
Log_Location_07_Long,Market
Log_Location_07_Desc,"I expected to face the most hostility in the market. With the humans eventually reduced to skeletons, it only made sense that the monsters would make their way to the food stores. Hopefully, someone had a hidden stash.\n\nWhat surprised me was how small the market was, but there was lots of room to grow as well.\n\nTECC's initial settlement was meant for employees and workers. Despite the intent, however, the colony seemed to have been evolving into a somewhat functional society.\n\nIf we could uncover the mysteries of what happened on Titan, would it be possible to reclaim the progress already made? Camp Huygen started at zero and wasn't faring too well.\n\nWe had only scratched the surface."

Log_Location_08,Medical
Log_Location_08_Long,Medical
Log_Location_08_Desc,"Medical facilities commonly smell sterile, with almost an absence of the usual scents of the outside world. Titan's medical facility was the opposite.\n\nAn extreme stench hung in the air that made breathing difficult. Ida suspected this was due to the failed experiments during the monster attacks.\n\nThe doctors tried their best to diagnose the cause of the sudden mutations, but medical science is a marathon, not a sprint. They just needed more time.\n\nFinding any leftover medicines could be helpful, however, since the monsters had little to no use for them. Camp Huygen, on the other hand, needs them.\n\nPerhaps there were even clues to be found about the nature of the nanobot sickness. They must have discovered something with the entire staff working together before their untimely deaths, right?"

Log_Location_09,Control Center
Log_Location_09_Long,Control Center
Log_Location_09_Desc,"The Control Center was the brain of TECC's entire colony. Its walls were covered in screens, once connected to the other mine levels to monitor operations.\n\nIt also appeared to have been used as a launch viewing area when shuttles traveled in and out of TECC HQ.\n\nUnlike every other mine level, the Control Center was largely untouched by the monsters. Still, the systems were just as deteriorated as others I'd encountered.\n\nIf there was anything to find about how the colony fell to the monsters, it would be found there... but it wouldn't be easy."

Log_Location_10,Unfinished
Log_Location_10_Long,Unfinished
Log_Location_10_Desc,"Digging deeper into the mine, I finally reached Level 10. Work on the area was started but was ultimately left unfinished as TECC's plans ground to a halt in the face of monster attacks.\n\nTitan's enormous size provided enough room for TECC to have drilled hundreds of levels down or founded dozens of sprawling cities on the surface.\n\nIf their excursions were successful, of course.\n\nLevel 10 was a series of tunnels and a few chambers waiting for someone to add installations. I wonder what type of creatures might have utilized the space for themselves. "

Log_Location_11,The Stage
Log_Location_11_Long,The Stage
Log_Location_11_Desc,"As if the park level wasn't surreal enough, it included a full performance stage that hosted at least a few concerts. I saw a faded poster for Punk Angels and Titan Attacks, so at least the musicians had a sense of humor.\n\nThere are several pieces of musical equipment, some of which would fetch a pretty penny if they weren't entirely corroded. I'd test them out, but that would only attract monsters to my location.\n\nTECC was building a place to work and enjoy the fundamentals of life, of which music is one."

Log_Location_12,Crystal Cave
Log_Location_12_Long,Crystal Cave
Log_Location_12_Desc,"Every step reverberated against the walls upon entering the crystal cave. Even my breath seemed to multiply, giving the impression I was being watched.\n\nThe strange cave was beautiful, though. I was surrounded by wall-to-wall, multi-colored crystals. With just a bit of light, the whole chamber was illuminated. Quite the sight to behold."

Log_Location_13,Fishing Dock
Log_Location_13_Long,Fishing Dock
Log_Location_13_Desc,"Seeing a fishing dock was surprising.\n\nSure, there's nothing more relaxing than pulling up a chair and a pole to potentially catch a fish. However, the water was still green, meaning it hadn't been treated and couldn't support life.\n\nLooking beneath the still water's surface, though, I noticed some non-working mechanical fish that had sunk to the bottom. An imitation of life to prop up an imitation of a peaceful Titan. TECC truly thought of everything. "

#,( Location 13 Event Dialogue )
Log_Location_13_Player_01,Oh my god! We made it across!
Log_Location_13_AI_02,Good. You saw through the bridge's optical illusion. 
Log_Location_13_Player_03,Optical illusion? What do you mean?
Log_Location_13_AI_04,"The bridge seemed invisible, caused by the low light conditions, the crystal growth on the roof, and refraction from a nearby object."
Log_Location_13_AI_05,Did you not know you would immediately fall to a swift death?
Log_Location_13_Player_06,I had to jump in with both feet and just believe it would work. That's why it's called a leap of faith. 
Log_Location_13_AI_07,I thought I knew all there was to know about humans. You've proved me wrong. 
Log_Location_13_Player_08,"You gotta have faith sometimes, Cassini. Without it, you're doomed. "
Log_Location_13_AI_09,Noted. 
Log_Location_13_Player_10,"Now, let's see where our faith has brought us. "

Log_Location_14,Perilous Cliff
Log_Location_14_Long,Perilous Cliff
Log_Location_14_Desc,"I found myself at an impasse, a chasm separating me from my destination. The cliff before me was way too far for me to jump, even with the aid of one of my mini gadgets. Nobody could jump this. What I wouldn't give for a jetpack right about now.\nLooking up, the mysterious glimmering lights from the ceiling, especially this far below ground, made the place feel almost spiritual. What type of holy grail was waiting to be discovered on the other side? Something compelled me to find out... but how would I make it across to complete this quest?\nI must believe it's possible."

#,[ Log: Item's Book ]
Log_Book_TitanFlower_Location_Short,Journal #1
Log_Book_TitanFlower_Location_Long,Journal #1 of Hendrick Stine
Log_Book_TitanFlower_Location_Desc,"Entry #1\n\nI'm starting this journal as part of my agreement with my therapist. She said it'd be good for my mental well-being since leaving Rachel behind has been taxing. And I know I'm going to be gone for a long time.\n\nRemembering our last conversation keeps me up at night. The money was too good to ignore. 'It's going to set us up for life,' I told her. She didn't care about that. Rachel said being WITH me was more important than money, but my research grant ran dry months ago.\n\nI never told her and still haven't. Any day now, she's going to get past-due notices for our house, the car, and all the credit cards. Coming here means she'll at least have the money to pay them off. I hope one day she'll forgive me.\n\nIt breaks my heart to think she won't.\n\nBut still, they needed an expert botanist, so here I am.\n\nEntry #2\n\nThey gave me a week to acclimate to Titan before shuffling me down to Level 10, and what they showed me... I can't even begin to describe it. I mean, I guess I can, but I'm not supposed to. People need the highest clearance to even catch a glimpse of this discovery.\n\nTitan has tons of plant life, and here I thought they brought me here to tend to the crops or something. But this... this was a different creature entirely.\n\nIt's called the Titan Tree.\n\nAll the trees on Titan's surface or on the other levels are manmade, throwing together pieces of the moon's pseudo-vegetation (if you can even call it that) and mixing it with plants brought from Earth. To their credit, the scientists who came up with that are clever. Reminders of Earth help me feel more at ease away from home.\n\nBut the Titan Tree is something else entirely. It's the first Titan-native plant TECC has discovered.\n\nEntry #3\n\nIt's been weeks since I've heard from Rachel. I called and called, but no one's picking up the phone. To keep from worrying about my life back on Earth, I've thrown myself into my work. My therapist calls it a coping mechanism, but I keep reminding myself, 'The faster I finish my work here, the sooner I get to leave.' It might be a cope, but it's also a great motivator.\n\nThe Titan Tree itself has been barren for the most part but has recently started to sprout a few buds. How was it pollinated? Where does it draw its nourishment from when we're miles underground? So many questions still left to be answered.\n\nI now sleep, eat, and breathe the Titan Tree. It's all I dream about. It's all anyone who has seen it can think about. Some of us wonder if this is just scientific curiosity getting the better of us or a side-effect of exposure to an alien plant. If Earth plants can affect the human mind, make us feel and see things we wouldn't otherwise, then why not this one?\n\nCould that be the reason TECC is keeping this top secret? Why they brought me in as an expert to dissect and experiment on it?"
Log_Book_TitanFlower_Location_Desc_Entry1,"Entry #1\n\nI'm starting this journal as part of my agreement with my therapist. She said it'd be good for my mental well-being since leaving Rachel behind has been taxing. And I know I'm going to be gone for a long time.\n\nRemembering our last conversation keeps me up at night. The money was too good to ignore. 'It's going to set us up for life,' I told her. She didn't care about that. Rachel said being WITH me was more important than money, but my research grant ran dry months ago.\n\nI never told her and still haven't. Any day now, she's going to get past-due notices for our house, the car, and all the credit cards. Coming here means she'll at least have the money to pay them off. I hope one day she'll forgive me.\n\nIt breaks my heart to think she won't.\n\nBut still, they needed an expert botanist, so here I am. "
Log_Book_TitanFlower_Location_Desc_Entry2,"Entry #2\n\nThey gave me a week to acclimate to Titan before shuffling me down to Level 10, and what they showed me... I can't even begin to describe it. I mean, I guess I can, but I'm not supposed to. People need the highest clearance to even catch a glimpse of this discovery.\n\nTitan has tons of plant life, and here I thought they brought me here to tend to the crops or something. But this... this was a different creature entirely.\n\nIt's called the Titan Tree.\n\nAll the trees on Titan's surface or on the other levels are manmade, throwing together pieces of the moon's pseudo-vegetation (if you can even call it that) and mixing it with plants brought from Earth. To their credit, the scientists who came up with that are clever. Reminders of Earth help me feel more at ease away from home.\n\nBut the Titan Tree is something else entirely. It's the first Titan-native plant TECC has discovered."
Log_Book_TitanFlower_Location_Desc_Entry3,"Entry #3\n\nIt's been weeks since I've heard from Rachel. I called and called, but no one's picking up the phone. To keep from worrying about my life back on Earth, I've thrown myself into my work. My therapist calls it a coping mechanism, but I keep reminding myself, 'The faster I finish my work here, the sooner I get to leave.' It might be a cope, but it's also a great motivator.\n\nThe Titan Tree itself has been barren for the most part but has recently started to sprout a few buds. How was it pollinated? Where does it draw its nourishment from when we're miles underground? So many questions still left to be answered.\n\nI now sleep, eat, and breathe the Titan Tree. It's all I dream about. It's all anyone who has seen it can think about. Some of us wonder if this is just scientific curiosity getting the better of us or a side-effect of exposure to an alien plant. If Earth plants can affect the human mind, make us feel and see things we wouldn't otherwise, then why not this one?\n\nCould that be the reason TECC is keeping this top secret? Why they brought me in as an expert to dissect and experiment on it?"

Log_Note_TitanFlower_Password_Short,Dr. Richard's Note
Log_Note_TitanFlower_Password_Long,Dr. Richard's Note
Log_Note_TitanFlower_Password_Desc,"Things I can't forget:\n- Name: Dr. Taraji Richard\n- Research: Titan Tree (Subject X257) /Titan Flower (Subject X371)\n- Age: 42\n- My son's name: Diallo\n- My dog's name: ChooChoo\n- Ex-husband's Name: William\n- My Lab Passcode: {f44cf65d-9955-4ab4-8028-4eb249d7a60a} (Important!!!)\n- Favorite Food: Dhansak Curry, or maybe Saag. (Try both as soon as possible.)\n\n(The rest of the list devolves into writing 'Talk to me, Titan Tree' over and over again, running off the page and into the margins to cover the note.) "

Log_Book_TitanFlower_Password_Location_Short,Journal #2
Log_Book_TitanFlower_Password_Location_Long,Journal #5 of Hendrick Stine
Log_Book_TitanFlower_Password_Location_Desc,"Entry #1\n\nI don't know how many of these I'm going to write. This is maybe the 4th journal I've written since the company moved my apartment down to Level 10 to keep me close to my work. My mind is constantly spinning, always coming up with new thoughts, and if I don't write them down... let's just say that my memory hasn't been the best lately. So as soon as I have an idea, I write it down.\n\nShort-term memory loss is common in old age, but I'm only 40. Dementia doesn't run in my family, so I can rule that out, and I haven't taken any blows to the head that I can recall. The whole department calls it 'having a moment.' Funny, right? Every other day one of the scientists comes in and tells us about the 'moment' they just had. Sometimes they forget what they ate the day before or something else trivial. It was scary when Dr. Richards couldn't remember the street she grew up on. She's been on the project longer than anyone, which doesn't bode well for those of us whose anniversaries are coming up.\n\nThese journals are my way of mitigating the risk that I might forget about my own life. And I'm sure Rochelle appreciates that I'm working so hard to make it back to her. TECC keeps telling me, 'Soon, soon.' Hopefully, they keep their word, so I can leave this place. I like my coworkers and all, but I'm done with Titan.\n\nEntry #2\n\nThe craziest thing happened today. Dr. Richards came into the lab just like any other day. She woke up, got dressed, and came to work normally, but security stopped her at the door. She forgot her designated clearance password.\n\nYou might think, 'That's not so weird to forget a password. I forget mine all the time.' But this one is assigned once we arrive on Titan, and we use it to get into the lab, log into our computers, get food at the cafeteria, and access all our personal communications. When I say the smartest person on Titan forgot her password, the one she's used constantly for months, that is not normal.\n\nOnce she came to her senses, Dr. Richards remembered that she had written her password down as a reminder and kept it in a drawer in her apartment. That's how she got in, but her condition worsened throughout the day. I had to walk her home tonight because she didn't remember where she lived. I was like, 'Apartment 15, right next to mine,' but even that was met with a blank stare.\n\nHer mind is unraveling fast, and I got a call from TECC HQ asking me to take over as research head. That would mean an extended stay on Titan, though, and Roxanne would never forgive me for that. I could call her and ask her what she thinks about this. When was the last time we even talked?\n\nEntry #3\n\nThe days are running together, and my vision blurs when I look at the date. As soon as I know what day it is, I just as quickly forget.\n\nBeing the department head means I'm exposed more than anyone to Titan Tree. I might be headed down the same road as Dr. Richards. Where is she now, anyway? I wonder if she's heard the same voices I have. Sometimes the voices tell me to keep digging, keep investigating, and gather every piece of data we can from the Titan Tree.\n\nOther times, the voice disappears, and I instead hear growling in the walls. It's not natural, not the kind of noises an earth animal could make. I grew up breeding dogs, so I know what I'm talking about. Hey, at least my long-term memory is mostly intact.\n\nNo, these noises are inhuman, and they started once we began cultivating the Titan Flowers from the tree. They are beautiful and have given us much insight into how this tree continues to thrive despite lacking fresh air, sunlight, and everything else we associate with nature on Earth. Of course, this isn't Earth.\n\nI've decided to listen to the voices and keep digging. The Titan Tree's roots hold the knowledge of the gods, the kind of knowledge no other human has ever possessed, and I'm determined to know what it knows. No one is waiting for me on Earth anyway. Just bill collectors.\n\nMaybe Titan is where I'm supposed to be, after all."
Log_Book_TitanFlower_Password_Location_Desc_Entry1,"Entry #1\n\nI don't know how many of these I'm going to write. This is maybe the 4th journal I've written since the company moved my apartment down to Level 10 to keep me close to my work. My mind is constantly spinning, always coming up with new thoughts, and if I don't write them down... let's just say that my memory hasn't been the best lately. So as soon as I have an idea, I write it down.\n\nShort-term memory loss is common in old age, but I'm only 40. Dementia doesn't run in my family, so I can rule that out, and I haven't taken any blows to the head that I can recall. The whole department calls it 'having a moment.' Funny, right? Every other day one of the scientists comes in and tells us about the 'moment' they just had. Sometimes they forget what they ate the day before or something else trivial. It was scary when Dr. Richards couldn't remember the street she grew up on. She's been on the project longer than anyone, which doesn't bode well for those of us whose anniversaries are coming up.\n\nThese journals are my way of mitigating the risk that I might forget about my own life. And I'm sure Rochelle appreciates that I'm working so hard to make it back to her. TECC keeps telling me, 'Soon, soon.' Hopefully, they keep their word, so I can leave this place. I like my coworkers and all, but I'm done with Titan. "
Log_Book_TitanFlower_Password_Location_Desc_Entry2,"Entry #2\n\nThe craziest thing happened today. Dr. Richards came into the lab just like any other day. She woke up, got dressed, and came to work normally, but security stopped her at the door. She forgot her designated clearance password.\n\nYou might think, 'That's not so weird to forget a password. I forget mine all the time.' But this one is assigned once we arrive on Titan, and we use it to get into the lab, log into our computers, get food at the cafeteria, and access all our personal communications. When I say the smartest person on Titan forgot her password, the one she's used constantly for months, that is not normal.\n\nOnce she came to her senses, Dr. Richards remembered that she had written her password down as a reminder and kept it in a drawer in her apartment. That's how she got in, but her condition worsened throughout the day. I had to walk her home tonight because she didn't remember where she lived. I was like, 'Apartment 15, right next to mine,' but even that was met with a blank stare.\n\nHer mind is unraveling fast, and I got a call from TECC HQ asking me to take over as research head. That would mean an extended stay on Titan, though, and Roxanne would never forgive me for that. I could call her and ask her what she thinks about this. When was the last time we even talked? "
Log_Book_TitanFlower_Password_Location_Desc_Entry3,"Entry #3\n\nThe days are running together, and my vision blurs when I look at the date. As soon as I know what day it is, I just as quickly forget.\n\nBeing the department head means I'm exposed more than anyone to Titan Tree. I might be headed down the same road as Dr. Richards. Where is she now, anyway? I wonder if she's heard the same voices I have. Sometimes the voices tell me to keep digging, keep investigating, and gather every piece of data we can from the Titan Tree.\n\nOther times, the voice disappears, and I instead hear growling in the walls. It's not natural, not the kind of noises an earth animal could make. I grew up breeding dogs, so I know what I'm talking about. Hey, at least my long-term memory is mostly intact.\n\nNo, these noises are inhuman, and they started once we began cultivating the Titan Flowers from the tree. They are beautiful and have given us much insight into how this tree continues to thrive despite lacking fresh air, sunlight, and everything else we associate with nature on Earth. Of course, this isn't Earth.\n\nI've decided to listen to the voices and keep digging. The Titan Tree's roots hold the knowledge of the gods, the kind of knowledge no other human has ever possessed, and I'm determined to know what it knows. No one is waiting for me on Earth anyway. Just bill collectors.\n\nMaybe Titan is where I'm supposed to be, after all."

Log_Book_ComicBook_001_ShortKey,Way of Fury: Issue #1
Log_Book_ComicBook_001_LongKey,Way of Fury #1: Five Fingers
Log_Book_ComicBook_001_DescKey,"Shinzo sat in meditation before Sensei Haru, preparing for his ascension test. The old man held his bokken like a cane and hoped his final student would carry on his legacy. 'Are you ready, Shinzo?'\n'Yes, sensei,' Shinzo spoke calmly.\n'Then prepare yourself,' he shouted as his bokken descended upon Shinzo. He caught it between his palms and twisted, disarming his sensei and forcing him to tumble to his feet. Shinzo also rose to a fighting stance... this fight was serious.\nBefore Shinzo could blink, however, Sensei Haru struck his student's shoulder with a snake strike and the other with a mantis jab. He followed with a tiger's claw to the stomach and an eagle palm strike to the right side of Shinzo's chest.\nThe student fell to his knee as Sensei Haru's dragon punch stopped just before connecting with Shinzo's heart. 'Sensei, was that-?'\n'-Yes, Shinzo. The ultimate attack for those following the Way of Fury. If all five strikes meet their target, your opponent will die in moments.'\nThe feeling in Shinzo's body slowly returned, and he stood back up and bowed to his sensei. 'Please teach me, sensei.'\nSensei Haru nodded. 'You are the only one worthy of this gift. There is so much power in just one finger. Your time here will be complete when you learn to wield all five together as weapons.'\nShinzo trained diligently for years until Sensei Haru eventually passed away in his sleep. To master the technique alone, Shinzo would have to leave the Way of Fury Dojo in search of opponents deserving of his Fury Attack."

Log_Book_ComicBook_002_ShortKey,Way of Fury: Issue #2
Log_Book_ComicBook_002_LongKey,Way of Fury #2: One Fist to Save Them All
Log_Book_ComicBook_002_DescKey,"In a crowded bar, Shinzo sat alone in a shadowy corner booth. He ordered just enough and tipped well, so the service staff gave him his freedom. People-watching had become second nature, and the seat gave the man a bird's-eye view and a less-detectable position.\nThe first bargoer was a loudmouthed, brash man named Asahi. However, Shinzo had done his research and learned that Asahi was a family man. His behavior might have been off-putting, but it was his only outlet from his domestic responsibilities.\nThe second potential target was Junko. Women were not barred from receiving Shinzo's justice, but was Junko deserving of his fist? Researching her past revealed she was indeed a murderer, but it was a last resort. Junko fought for her freedom from a flesh merchant, and Shinzo wouldn't dare take the life she built from her.\nNo, the right target was Bargoer #3, Toya. Nothing was worse than a lousy criminal whose mistakes threatened everyone in the bar. Toya had one of the Emperor's scepters in his possession and flaunted it to make a name for himself. Soldiers were bound to attack any moment due to Toya's incompetence.\nShinzo rose from his seat and walked over to the counter, tapping Toya on the shoulder.\n'Can't you see I'm entertaining these ladies? Beat it!' Toya shouted at Shinzo.\nShinzo looked the man in the eye and struck first. Snake, mantis, tiger, eagle, dragon. . . each strike pinpointed at a crucial nerve. He then turned to walk back to his booth.\n'What the hell was that?' Toya was paralyzed mid-sentence and then crumbled to the floor. The crowd was shocked, but Junko calmed everyone down after a nod from Shinzo. She was a survivor and knew how to maintain the status quo.\nThe Way of Fury quickly toppled Toya. With one attack, everyone was safe."

Log_Book_ComicBook_003_ShortKey,Way of Fury: Issue #3
Log_Book_ComicBook_003_LongKey,Way of Fury #3: The Final Round
Log_Book_ComicBook_003_DescKey,"Shinzo stood at the far end of the open field, staring down Daiji the Fierce, who had never been defeated. The world fighter's tournament both of them joined was but a facade, an excuse for this battle to occur. While international plots and psychic-powered dictators swirled around them, only this fight mattered to Shinzo and Daiji.\n'You tracked me all the way here, fought through dozens of challengers, and for what?' Daiji smirked.\n'I know the truth of your deeds, Daiji. We shared a master in Sensei Haru... and you killed him,' Shinzo shouted.\nDiaji laughed off the accusation. 'Oh, that? It was simple, really. I just slipped an extra dose of monkshood into the old man's tea. Neither of you could detect me; the student far surpassed the teacher.'\nShinzo couldn't stand the smug grin on Daiji's face. He took his fighting stance, readying for the challenge ahead. 'I have something to show you then. Sensei Haru didn't teach you everything he knew.'\n'Let's see what you got, little man!' As Daiji sprinted forward, his body began to glow with red, crackling energy. His fist connected with Shinzo's chest, sending him flying across the field. Daiji quickly loomed over him. 'I guess it's time to kill you!'\nBefore he could land the killing blow, however, he felt five impossibly fast strikes hit him. Snake, mantis, tiger, eagle, dragon, and Daiji was on his knees. 'But you're already dead.'\nDaiji coughed up blood, which dribbled down his chest. Shinzo eyed his enemy and watched as life left his body. With his sensei avenged, he could set his sights on greater challenges. "

Log_Book_BFGManual_DescKey,"Bianca Moreira's Plasma Launcher is humanity's most advanced mining tool. Dozens of miners working for days once were needed to do what this fantastic new tool can achieve in minutes. Using proprietary technology patented by Titan Excavation and Colonization Company (TECC), the Plasma Launcher can target large or isolated regions with charged particles that liquefy rock instantly and with extreme precision. These particles also quickly evaporate, leaving the area safe to explore within seconds.\n[The rest of the instruction manual appears to have been destroyed, except for one additional page…]\n...again. The company should have expected issues, but after the prototype destroyed more than its inventor promised, TECC broke it into three pieces and covered up the tech. Bianca, the inventor, was brought to Titan to build a new version but disappeared shortly after being reprimanded. Some say she planned to reassemble the pieces, rebuild the Plasma Launcher, and use it against TECC for insulting her creation. If that's true, I hope they find her before that happens.\nIf you're reading this, you might be tempted to recreate the Plasma Launcher yourself. The pieces were designed to fit together seamlessly and intuitively, but take my advice... DON'T! It's more of a weapon than a tool, and it could bring this whole place down if it fell into the wrong hands.\nYOU'VE BEEN WARNED!!!"

Log_Book_GridStepPuzzle_ShortKey,Poetic Journal
Log_Book_GridStepPuzzle_LongKey,Poems by Felix Zuber
Log_Book_GridStepPuzzle_DescKey,"[The book is filled with the musings of an engineer named Felix Zuber. The writing isn't bad, but you can tell he's still trying to find his voice.]\n\n[There is, however, one poem of particular interest, marked 'They'll never figure this one out.' It hints at an experimental pressure plate security system.]\n\nPressure by Felix Z\nEach wave deadlier than the next\nThe soldiers beat at the gates\nMy ten archers are covering me\nThe arrows fly straight\nWhat was eleven reduced to one\nWhat was fifteen is five\nFrom left to right to reach the end\nUntil I reach my prize\n\n[Whatever that means.]"
